motivation_classification_row_id,product_id,source_motivation_id,source_motivation_id_raw,motivation_batch_key,buyer_motivation_row_id,source_file,source_sheet,source_batch,import_version,source_sequence,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,best_content_format,best_platform_surface,bundle_potential,repeat_purchase_potential,strongest_hook_from_this_motivation,expansion_priority,notes_for_angle_generation
MWTCB_25ML__zip_csv__BM033,MWTCB_25ML,BM033,BM_033,2026-06-19_zip_csv__BM033,MWTCB_25ML__zip_csv__BM033,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,33,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,family_home_buyer,BOLD,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Ingat umur 20-an tak boleh sakit pinggang? Jaga-jaga, urat tak kenal usia.""",MEDIUM,Expand as practical_storage angle using QUEST with proof: Saiz kecil praktikal. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM034,MWTCB_25ML,BM034,BM_034,2026-06-19_zip_csv__BM034,MWTCB_25ML__zip_csv__BM034,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,34,VISUAL_RECOGNITION,TRAVEL_CAR_BAG,repeat_buyer,anak_beli_untuk_parent,MODERATE,malam,fear_of_not_having,product_only_video,TikTok_Shop_video,HIGH,HIGH,"""Kaki pancing laut malam tahu betapa kejamnya angin laut kalau masuk botol urat.""",LOW,Expand as visual_recognition angle using HSO with proof: Botol kaca kuat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM035,MWTCB_25ML,BM035,BM_035,2026-06-19_zip_csv__BM035,MWTCB_25ML__zip_csv__BM035,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,35,SEASONAL_CONTEXT,NOSTALGIA_TRUST,cold_scroll,universal_household,AGGRESSIVE,malam,household_readiness,poster_ad,poster_ads,LOW,LOW,"""Malam-malam kalau cuaca sejuk, dada mula rasa ketat dan batuk angin?""",MEDIUM,Expand as seasonal_context angle using FAB with proof: Bau herba semula jadi asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM036,MWTCB_25ML,BM036,BM_036,2026-06-19_zip_csv__BM036,MWTCB_25ML__zip_csv__BM036,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,36,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Bukan minyak angin cap komersial boring. Tengok botol kaca hijau retro ni.""",LOW,"Expand as nostalgia_trust angle using Hook/Visual Recognition with proof: Botol kaca hijau, cap merah. Keep raw sales tension; split final variants by boldness."
MWTCB_25ML__zip_csv__BM037,MWTCB_25ML,BM037,BM_037,2026-06-19_zip_csv__BM037,MWTCB_25ML__zip_csv__BM037,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,37,STANDBY_BEFORE_NEED,FAMILY_HOME,ready_to_buy,universal_household,AGGRESSIVE,malam,household_readiness,poster_ad,poster_ads,LOW,MEDIUM,"""Pagi-pagi bangun tidur, pijak jer lantai terus tumit rasa menyucuk bisa?""",HIGH,Expand as standby_before_need angle using PASTOR with proof: Formula urut serap. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM038,MWTCB_25ML,BM038,BM_038,2026-06-19_zip_csv__BM038,MWTCB_25ML__zip_csv__BM038,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,38,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,warm_interest,lelaki_bekerja,AGGRESSIVE,malam,fear_of_not_having,product_only_video,TikTok_Shop_video,MEDIUM,LOW,"""Abang uniform bertugas banting tulang, badan malam-malam rasa lenguh menyucuk?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula tegar 1958. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM039,MWTCB_25ML,BM039,BM_039,2026-06-19_zip_csv__BM039,MWTCB_25ML__zip_csv__BM039,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,39,NOSTALGIA_TRUST,TIKTOK_CURIOSITY,repeat_buyer,anak_beli_untuk_parent,BOLD,rumah,multi_location_logic,hybrid_video,TikTok_Shop_video,HIGH,MEDIUM,"""Fikir business sampai urat kepala rasa nak meletup? Stress sangat ni.""",LOW,Expand as nostalgia_trust angle using Hook/Pain with proof: Bau herba aroma tradisi. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM040,MWTCB_25ML,BM040,BM_040,2026-06-19_zip_csv__BM040,MWTCB_25ML__zip_csv__BM040,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,40,NOSTALGIA_TRUST,MULTI_BUY,repeat_buyer,mak_mak,SOFT,rumah,family_responsibility,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Ibu dalam pantang paling risau kalau urat sejuk kemasukan angin. Badan boleh bisa.""",MEDIUM,Expand as nostalgia_trust angle using PPPP with proof: *Postpartum Gate Approved*. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM041,MWTCB_25ML,BM041,BM_041,2026-06-19_zip_csv__BM041,MWTCB_25ML__zip_csv__BM041,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,41,SEASONAL_CONTEXT,NOSTALGIA_TRUST,cold_scroll,anak_beli_untuk_parent,SOFT,balik_kampung,fear_of_not_having,poster_ad,poster_ads,MEDIUM,LOW,"""Bila musim hujan, rumah rasa lembap dan urat kaki mula rasa ngilu mencucuk tulang?""",LOW,Expand as seasonal_context angle using HSO with proof: Formula herba tahan lama. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM042,MWTCB_25ML,BM042,BM_042,2026-06-19_zip_csv__BM042,MWTCB_25ML__zip_csv__BM042,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,42,FAMILY_HOME,STANDBY_BEFORE_NEED,warm_interest,mak_mak,AGGRESSIVE,rumah,family_responsibility,UGC_talking_head,TikTok_Shop_video,MEDIUM,MEDIUM,"""Anak jenis buas main sampai dahi selalu lebam atau benjol? Mak jangan kecoh.""",MEDIUM,Expand as family_home angle using Hook/Family with proof: Formula asli aman. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM043,MWTCB_25ML,BM043,BM_043,2026-06-19_zip_csv__BM043,MWTCB_25ML__zip_csv__BM043,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,43,PRACTICAL_STORAGE,TRAVEL_CAR_BAG,ready_to_buy,driver_travel,MODERATE,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Kayuh basikal puluhan kilometer tapi tak bawa minyak angin sebab poket penuh?""",MEDIUM,Expand as practical_storage angle using FAB with proof: Botol kecil selit jersey. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM044,MWTCB_25ML,BM044,BM_044,2026-06-19_zip_csv__BM044,MWTCB_25ML__zip_csv__BM044,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,44,PERSONA_SPECIFIC,MULTI_BUY,repeat_buyer,lelaki_bekerja,AGGRESSIVE,kerja,multi_location_logic,UGC_talking_head,TikTok_Shop_video,HIGH,HIGH,"""Kerja berdiri potong rambut atau cuci rambut customer? Malam confirm tumit bisa.""",MEDIUM,Expand as persona_specific angle using PAS with proof: Minyak urut hijau pekat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM045,MWTCB_25ML,BM045,BM_045,2026-06-19_zip_csv__BM045,MWTCB_25ML__zip_csv__BM045,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,45,TRAVEL_CAR_BAG,VISUAL_RECOGNITION,repeat_buyer,driver_travel,MODERATE,beg,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Panjat gunung beg nak kena ringan, tapi minyak urut wajib bawa. Guna yang ni.""",HIGH,Expand as travel_car_bag angle using QUEST with proof: Saiz ringan tebal. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM046,MWTCB_25ML,BM046,BM_046,2026-06-19_zip_csv__BM046,MWTCB_25ML__zip_csv__BM046,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,46,NOSTALGIA_TRUST,TRAVEL_CAR_BAG,cold_scroll,nostalgia_buyer,BOLD,kerja,nostalgia_trust,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,"""Tiap hari naik motor ulang-alik kerja sampai jari-jari rasa kebas semut-semut?""",MEDIUM,Expand as nostalgia_trust angle using AIDA with proof: Formula asli sejak 1958. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM047,MWTCB_25ML,BM047,BM_047,2026-06-19_zip_csv__BM047,MWTCB_25ML__zip_csv__BM047,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,47,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,anak_beli_untuk_parent,AGGRESSIVE,rumah,family_responsibility,hybrid_video,TikTok_Shop_video,LOW,HIGH,"""Orang tua kalau dah start ubat ulu hati sebu berangin, muka confirm berkerut sakit.""",MEDIUM,Expand as nostalgia_trust angle using PASTOR with proof: Petua turun temurun. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM048,MWTCB_25ML,BM048,BM_048,2026-06-19_zip_csv__BM048,MWTCB_25ML__zip_csv__BM048,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,48,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,SOFT,kerja,multi_location_logic,product_only_video,TikTok_Shop_video,MEDIUM,HIGH,"""Kerja bawah tengah panas sampai kepala rasa berpusing pening lalat?""",MEDIUM,Expand as visual_recognition angle using PPPP with proof: Bau segar asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM049,MWTCB_25ML,BM049,BM_049,2026-06-19_zip_csv__BM049,MWTCB_25ML__zip_csv__BM049,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,49,PERSONA_SPECIFIC,PRACTICAL_STORAGE,cold_scroll,lelaki_bekerja,AGGRESSIVE,kerja,household_readiness,UGC_talking_head,TikTok_Shop_video,LOW,LOW,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""",HIGH,Expand as persona_specific angle using PAS with proof: Formula urut serap. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM050,MWTCB_25ML,BM050,BM_050,2026-06-19_zip_csv__BM050,MWTCB_25ML__zip_csv__BM050,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,50,NOSTALGIA_TRUST,FAMILY_HOME,warm_interest,family_home_buyer,MODERATE,rumah,household_readiness,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,"""Rumah melayu tak lengkap kalau laci ruang tamu tak bau minyak angin herba asli.""",HIGH,Expand as nostalgia_trust angle using FAB with proof: Bau herba semula jadi. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM051,MWTCB_25ML,BM051,BM_051,2026-06-19_zip_csv__BM051,MWTCB_25ML__zip_csv__BM051,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,51,NOSTALGIA_TRUST,PRACTICAL_STORAGE,ready_to_buy,nostalgia_buyer,SOFT,rak,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Dah penat guna minyak angin moden yang cuma ada bau chemical tapi herba tarak?""",MEDIUM,Expand as nostalgia_trust angle using Hook/Memory with proof: Sejak 1958 formula asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM052,MWTCB_25ML,BM052,BM_052,2026-06-19_zip_csv__BM052,MWTCB_25ML__zip_csv__BM052,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,52,MULTI_BUY,VISUAL_RECOGNITION,repeat_buyer,family_home_buyer,MODERATE,rumah,family_responsibility,carousel,TikTok_Shop_video,HIGH,HIGH,"""Hari minggu waktu terbaik nak urut satu badan. Tapi jangan guna minyak cair boring.""",MEDIUM,Expand as multi_buy angle using BAB with proof: Minyak hijau pekat asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM053,MWTCB_25ML,BM053,BM_053,2026-06-19_zip_csv__BM053,MWTCB_25ML__zip_csv__BM053,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,53,VISUAL_RECOGNITION,FAMILY_HOME,ready_to_buy,lelaki_bekerja,BOLD,kerja,fear_of_not_having,product_only_video,TikTok_Shop_video,LOW,LOW,"""Bila stress kerja menimbun, automatik urat tengkuk rasa tebal dan berat sangat?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula urut asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM054,MWTCB_25ML,BM054,BM_054,2026-06-19_zip_csv__BM054,MWTCB_25ML__zip_csv__BM054,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,54,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,repeat_buyer,anak_beli_untuk_parent,BOLD,beg,practical_convenience,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Poket jubah surau kalau kosong tak best. Selit sebotol minyak cap burung ni.""",LOW,Expand as travel_car_bag angle using Hook/Family with proof: Botol kecil muat poket. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM055,MWTCB_25ML,BM055,BM_055,2026-06-19_zip_csv__BM055,MWTCB_25ML__zip_csv__BM055,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,55,SEASONAL_CONTEXT,STANDBY_BEFORE_NEED,cold_scroll,family_home_buyer,SOFT,rumah,multi_location_logic,poster_ad,poster_ads,MEDIUM,LOW,"""Balik rumah lepas redah hujan terus urat kaki rasa ngilu sejuk mencucuk?""",MEDIUM,Expand as seasonal_context angle using HSO with proof: Formula hijau asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM056,MWTCB_25ML,BM056,BM_056,2026-06-19_zip_csv__BM056,MWTCB_25ML__zip_csv__BM056,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,56,STANDBY_BEFORE_NEED,FAMILY_HOME,warm_interest,anak_beli_untuk_parent,AGGRESSIVE,malam,fear_of_not_having,poster_ad,poster_ads,LOW,MEDIUM,"""Tengah malam perut memulas tajam sebab salah makan petang tadi? Siksa ooo.""",HIGH,Expand as standby_before_need angle using QUEST with proof: Formula turun temurun asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM057,MWTCB_25ML,BM057,BM_057,2026-06-19_zip_csv__BM057,MWTCB_25ML__zip_csv__BM057,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,57,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,lelaki_bekerja,AGGRESSIVE,rumah,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Kaki game yang main sampai subuh confirm wrist tangan rasa kejang guna mouse?""",HIGH,Expand as practical_storage angle using PPPP with proof: Saiz kecil atas meja. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM058,MWTCB_25ML,BM058,BM_058,2026-06-19_zip_csv__BM058,MWTCB_25ML__zip_csv__BM058,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,58,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,universal_household,AGGRESSIVE,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Pernah terkena minyak angin pecah dalam beg habis jahanam resit dengan phone?""",HIGH,Expand as practical_storage angle using FAB with proof: Botol kaca hijau tebal. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM059,MWTCB_25ML,BM059,BM_059,2026-06-19_zip_csv__BM059,MWTCB_25ML__zip_csv__BM059,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,59,VISUAL_RECOGNITION,PRACTICAL_STORAGE,ready_to_buy,lelaki_bekerja,BOLD,kerja,visual_recognition,product_only_video,TikTok_Shop_video,LOW,LOW,"""Lengan rasa lenguh kejang sbb angkat barang ofis naik turun tangga?""",MEDIUM,Expand as visual_recognition angle using AIDA with proof: Formula herba asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM060,MWTCB_25ML,BM060,BM_060,2026-06-19_zip_csv__BM060,MWTCB_25ML__zip_csv__BM060,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,60,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,malam,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Jangan gadaikan urat badan kau dekat produk OEM semalam suntuk baru nak up.""",HIGH,Expand as nostalgia_trust angle using Hook/Memory with proof: Label burung sejak 1958. Keep raw sales tension; split final variants by boldness.
