buyer_motivation_row_id,product_id,source_motivation_id,source_motivation_id_raw,motivation_batch_key,source_file,source_sheet,source_batch,import_version,source_sequence,buyer_situation,buyer_problem,buyer_desire,what_buyer_is_really_thinking,emotional_trigger,practical_trigger,buying_trigger,product_role,proof_from_product,best_formula,hook_direction,sample_hook,sample_subhook,sample_cta,why_it_can_sell
MWTCB_25ML__zip_csv__BM019,MWTCB_25ML,BM019,BM_019,2026-06-19_zip_csv__BM019,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,19,Sering diserang sakit kepala / migrain,"Kepala berdenyut, stress kerja menimbun","Rasa lega berangin, mata tak kabur","""Sakitnya kepala, nak pecah rasa hadap screen ni.""",Tertekan,Stress headache,Screen time lama,Minyak sapu pelipis,Bau herba semula jadi,Hook/Pain,Pain callout,"""Kepala rasa macam kena ketuk dengan tukul? Jangan telan ubat jer.""","""Sapu minyak hijau ni sikit kat pelipis dengan belakang leher. Kelegaan herba asli.""",Dapatkan Relief,Alternatif herba untuk sakit kepala harian.
MWTCB_25ML__zip_csv__BM020,MWTCB_25ML,BM020,BM_020,2026-06-19_zip_csv__BM020,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,20,Mengalami gigitan serangga / nyamuk,"Kulit gatal, bengkak merah","Gatal hilang, kulit tak luka digarut","""Nyamuk ni gigit merata, gatal tak boleh tahan.""",Rimas / Gatal,Insect bites,Tengah lepak outdoor,Minyak anti-gatal,"Cap merah, herba asli",QUEST,Everyday household,"""Tengah sedap lepak luar kena gigit nyamuk? Gatal sampai luka digarut.""","""Sapu sikit minyak cap burung ni. Bengkak cepat surut, gatal hilang terus.""",Standby Dalam Beg,Penggunaan asas isi rumah di Malaysia.
MWTCB_25ML__zip_csv__BM021,MWTCB_25ML,BM021,BM_021,2026-06-19_zip_csv__BM021,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,21,Individu selalu mabuk perjalanan,"Loya, pening lalat dalam kereta/bas","Kepala tenang, perut tak rasa mual","""Aduh jauh lagi jalan bengkang-bengkok ni, nak muntah.""",Loya / Pening,Motion sickness,Jalan berliku / Genting,Penenang hidung,Bau herba tradisional asli,Hook/Use Moment,Roadtrip,"""Jenis kepala tak tahan jalan bengkang-bengkok? Mula lah pening nak muntah.""","""Hidu bau herba minyak cap burung ni. Tenang terus kepala, perut tak mual.""",Beli Set Travel,Sangat laku untuk kaki jalan / kaki travel bas.
MWTCB_25ML__zip_csv__BM022,MWTCB_25ML,BM022,BM_022,2026-06-19_zip_csv__BM022,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,22,Pelajar duduk study malam lama,"Mengantuk, badan lenguh atas kerusi meja study","Segar semula, otot belakang tak tegang","""Banyak lagi bab nak kena hafal ni, badan dah sakit.""",Penat / Letih,Study fatigue,Tengah prepare exam,Minyak booster fokus,Bau herba menyegarkan,PPPP,Use moment,"""Anak study sampai malam suntuk tapi asyik mengantuk sebab badan lenguh?""","""Letak sebotol cap merah atas meja study. Sapu kat bahu, automatik segar.""",Beli Untuk Anak,Target ibu bapa yang ada anak bersekolah/universiti.
MWTCB_25ML__zip_csv__BM023,MWTCB_25ML,BM023,BM_023,2026-06-19_zip_csv__BM023,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,23,Rumah tiada langsung minyak angin,"Bila kecemasan perut sakit, gelisah cari barang",Rasa selamat sebab rumah lengkap ubat asas,"""Rumah aku ni ubat basic pun tak ada, kalau sakit parah ni.""",Risau / Tak bersedia,First aid gap,Sakit tiba-tiba,Isi kotak kecemasan,Barang wajib rumah sejak 1958,Hook/Fear of Not Having,Standby rumah,"""Rumah nampak lawa, tapi bila perut memulas tengah malam satu minyak angin pun tak ada?""","""Jangan tunggu melarat baru nak cari kedai. Standby minyak cap burung siap-siap.""",Lengkapkan Rumah Anda,Menjentik ego pemilik rumah yang tak bersedia.
MWTCB_25ML__zip_csv__BM024,MWTCB_25ML,BM024,BM_024,2026-06-19_zip_csv__BM024,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,24,Warga emas sendi berbunyi bila jalan,"Lutut rasa ketat, berbunyi 'klik' bila naik tangga","Langkah lancar, urat tak rasa menyucuk","""Sakitnya lutut nak naik tangga surau ni.""",Malu / Sakit,Joint friction,Naik tangga,Pelicin sendi herba,Formula urut tradisional,PASTOR,Nostalgia trigger,"""Siksa tengok mak ayah nak naik tangga surau sebab lutut bunyi ketat?""","""Minyak hijau herba pekat. Gosok tiap pagi, urat longgar langkah pun ringan.""",Beli Set Lutut,Membantu pergerakan harian warga emas.
MWTCB_25ML__zip_csv__BM025,MWTCB_25ML,BM025,BM_025,2026-06-19_zip_csv__BM025,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,25,Tangan terseliuh kecil buat kerja dapur,"Pergelangan tangan sakit, tak boleh angkat kuali","Sendi kembali kuat, bengkak surut","""Aduh tersalah letak tangan saiz angkat kuali tadi.""",Sakit / Terkejut,Kitchen accident,Tengah memasak,Minyak rawatan laju,Formula urut asli,PAS,Everyday household,"""Tengah masak tersalah rentap kuali sampai pergelangan tangan terseliuh?""","""Jangan biar sampai bengkak. Sapu minyak hijau cap burung ni, herba dia surutkan sakit.""",Simpan Di Datar Dapur,Sangat dekat dengan aktiviti harian di dapur.
MWTCB_25ML__zip_csv__BM026,MWTCB_25ML,BM026,BM_026,2026-06-19_zip_csv__BM026,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,26,Rasa mual lepas makan makanan berminyak,"Perut kembung, angin tak lepas, rasa nak muntah","Perut kembung surut, sendawa lawas","""Senak gila perut ni, angin sumbat celah dada.""",Senak / Siksa,Indigestion,Lepas makan kenduri,Pembuang angin tegar,Formula asli tradisional,QUEST,Use moment,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""","""Urut membulat minyak cap burung ni kat perut. Kejap lagi confirm sendawa puas.""",Beli Set Sendawa,Sering terjadi selepas musim perayaan/kenduri.
MWTCB_25ML__zip_csv__BM027,MWTCB_25ML,BM027,BM_027,2026-06-19_zip_csv__BM027,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,27,Pembeli nak borong buat stok laci kereta,Takut kereta breakdown atau sakit tengah jalan,Tenang memandu jauh sebab ada back-up,"""Letak siap-siap satu botol dalam glove box, senang.""",Berwaspada,Automotive standby,Roadtrip persiapan,Minyak kecemasan kereta,Botol kecil tak pecah,Hook/Multi-location,Travel/kereta/beg,"""Dalam glove box kereta kau ada apa? Pen rosak? Resit lama? Standby benda ni.""","""Botol kecil 25ml tak makan ruang. Sakit tengkuk tengah drive, terus boleh capai.""",Beli Set Kereta,Menjual konsep pelbagai unit untuk pelbagai lokasi.
MWTCB_25ML__zip_csv__BM028,MWTCB_25ML,BM028,BM_028,2026-06-19_zip_csv__BM028,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,28,Pengguna produk moden rasa rugi,Beli minyak moden wangi tapi tak panas/berkesan,Minyak tradisional asli yang ada herba betul,"""Minyak viral sekarang bau jer wangi tapi langsung tak melegakan.""",Kecewa produk viral,Generic vs Traditional,Minyak wangi tak berkesan,Kembali ke produk asal,Formula sejak 1958 asli,BAB,Old-school trust,"""Dah bosan beli minyak angin viral yang bau jer wangi tapi sakit tak hilang?""","""Kembali ke formula asal 1958. Minyak hijau cap burung, herba asli padu.""",Beli Yang Asli,Menyerang jenama moden yang estetik tapi kurang 'bite'.
MWTCB_25ML__zip_csv__BM029,MWTCB_25ML,BM029,BM_029,2026-06-19_zip_csv__BM029,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,29,Ibu bapa baru (New parents) panik,"Anak pertama kembung perut, tak tahu buat apa",Anak diam cepat tanpa ubat klinikal berat,"""Aduh anak nangis ni sebab apa? Takutnya aku.""",Takut / Gelisah,Newbie parenting,Bayi kembung,Minyak bertenang,Petua turun temurun aman,PPPP,Mak-mak hook,"""New parents paling takut bila anak start nangis perut keras. Jangan panik.""","""Titis minyak cap burung ni, gosok kat tapak tangan baru sapu perut anak.""",Standby Untuk Bayi,Menyentuh emosi ketakutan ibu bapa baru.
MWTCB_25ML__zip_csv__BM030,MWTCB_25ML,BM030,BM_030,2026-06-19_zip_csv__BM030,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,30,Orang selalu kerja shift malam,"Badan sejuk, urat belakang rasa mencucuk","Badan kekal bertenaga, angin tak masuk","""Kerja malam ni kalau masuk angin, satu badan bisa.""",Lemah / Lesu,Shift work fatigue,Tengah malam buta,Benteng angin malam,Minyak hijau pekat,AIDA,Use moment,"""Kerja shift malam kilang atau security? Angin malam sejuk mencerah urat.""","""Sapu minyak herba cap burung ni kat dada dan belakang sebelum start shift.""",Dapatkan Benteng Anda,Target market pekerja industri/malam.
MWTCB_25ML__zip_csv__BM031,MWTCB_25ML,BM031,BM_031,2026-06-19_zip_csv__BM031,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,31,Tersalah posisi tidur (Salah bantal),"Leher tak boleh pusing kiri kanan, sakit gila","Leher lembut semula, boleh toleh normal","""Aduh salah bantal pulak semalam, nak toleh pun siksa.""",Sakit / Rimas,Sleep injury,Bangun pagi,Minyak urut leher laju,Herba meresap pantas,PAS,Use moment,"""Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.""","""Jangan biar satu hari rosak. Gosok minyak cap burung ni, biar herba lembutkan urat.""",Klik Sini Lega Laju,Isu sejagat yang sering berlaku tiba-tiba.
MWTCB_25ML__zip_csv__BM032,MWTCB_25ML,BM032,BM_032,2026-06-19_zip_csv__BM032,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,32,Warga emas susah tidur malam,"Kaki gelisah, urat rasa merayap/kebas","Urat tenang, boleh tidur lena tanpa terjaga","""Urat kaki ni rasa macam ada benda merayap, tak boleh lena.""",Siksa malam,Restless leg syndrome,Waktu tidur,Minyak penenang urat,Formula herba tradisional,PASTOR,Nostalgia trigger,"""Mak ayah jenis susah tidur malam sebab kaki rasa kebas berdenyut?""","""Gosok minyak hijau asli ni dari betis ke tapak kaki. Urat tenang, malam tidur lena.""",Beli Untuk Mak Ayah,Masalah kesihatan urat warga tua yang popular.
MWTCB_25ML__zip_csv__BM033,MWTCB_25ML,BM033,BM_033,2026-06-19_zip_csv__BM033,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,33,Golongan muda rasa nak beringat,"Lihat kawan sakit urat muda, rasa kena standby",Persiapan awal sebelum badan mula merosot,"""Umur baru 20-an tapi badan macam 60-an. Kena standby minyak.""",Takut tua / Sakit,Early health awareness,Sedar diri lenguh,Minyak laci meja,Saiz kecil praktikal,QUEST,Don't-wait hook,"""Ingat umur 20-an tak boleh sakit pinggang? Jaga-jaga, urat tak kenal usia.""","""Standby minyak hijau cap burung ni dalam beg. Badan start buat hal, terus sapu.""",Standby Sekarang,Target golongan belia yang mula sedar kepentingan kesihatan urat.
MWTCB_25ML__zip_csv__BM034,MWTCB_25ML,BM034,BM_034,2026-06-19_zip_csv__BM034,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,34,Nelayan / Kaki pancing laut malam,"Angin laut kuat, badan masuk angin, sendi bisa","Badan hangat, boleh fokus memancing","""Angin laut malam ni tajam semacam, bisa urat.""",Kesejukan,Outdoor exposure,Tengah jeti / bot,Pemanas badan tegar,Botol kaca kuat,HSO,Use moment,"""Kaki pancing laut malam tahu betapa kejamnya angin laut kalau masuk botol urat.""","""Sapu minyak cap burung ni sebelum turun bot. Kekal hangat, tak ada bisa sendi.""",Beli Stok Memancing,Komuniti hobi tegar (kaki pancing).
MWTCB_25ML__zip_csv__BM035,MWTCB_25ML,BM035,BM_035,2026-06-19_zip_csv__BM035,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,35,Penghidap asthma/batuk angin malam,"Dada rasa ketat, batuk tak lepas bila sejuk","Dada lapang, pernafasan lancar semula","""Sesak dada ni bila malam sejuk sangat.""",Siksa bernafas,Respiratory comfort,Malam hujan,Minyak pelega dada,Bau herba semula jadi asli,FAB,Use moment,"""Malam-malam kalau cuaca sejuk, dada mula rasa ketat dan batuk angin?""","""Sapu minyak herba cap burung ni kat dada. Bau herba asli longgarkan pernafasan.""",Dapatkan Kelegaan,Kelegaan luaran herba asli tradisional.
MWTCB_25ML__zip_csv__BM036,MWTCB_25ML,BM036,BM_036,2026-06-19_zip_csv__BM036,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,36,"Pembeli gemar barang ""aesthetic retro""","Nampak botol vintage lawa, nak letak atas meja",Suka barang yang nampak ada sejarah/trust,"""Botol dia vintage gila, sebiji macam herba lama. Suka tengok.""",Minat retro vibe,Visual style,Scroll TikTok hiasan,Minyak hiasan berfungsi,"Botol kaca hijau, cap merah",Hook/Visual Recognition,Visual recognition,"""Bukan minyak angin cap komersial boring. Tengok botol kaca hijau retro ni.""","""Formula asli sejak 1958. Letak atas meja pun nampak vibe warisan betul.""",Dapatkan Botol Retro,Menyasarkan golongan muda pencinta barangan vintage.
MWTCB_25ML__zip_csv__BM037,MWTCB_25ML,BM037,BM_037,2026-06-19_zip_csv__BM037,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,37,Individu alami tumit kaki merekah/sakit,Tumit rasa menyucuk bila pijak lantai pagi,"Tumit lembut, bisa pijak berkurangan","""Sakitnya tumit bila memula bangun tidur pagi.""",Siksa bangun pagi,Heel pain,Pijak lantai pagi,Pelembut & pelega urat tumit,Formula urut serap,PASTOR,Pain callout,"""Pagi-pagi bangun tidur, pijak jer lantai terus tumit rasa menyucuk bisa?""","""Urut minyak cap burung ni kat tumit malam sebelum tidur. Esok bangun rasa ringan.""",Beli Pelega Tumit,Isu yang kerap dialami wanita pertengahan umur.
MWTCB_25ML__zip_csv__BM038,MWTCB_25ML,BM038,BM_038,2026-06-19_zip_csv__BM038,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,38,Anggota penyelamat / Unit beruniform,"Badan lasak, lebam kecil, otot senak",Pulih cepat untuk sambung tugas operasi,"""Badan dah lebam bertugas semalam, lenguh tak hilang.""",Penat tugas,Hard physical labor,Lepas duty,Minyak herba rugged,Formula tegar 1958,PAS,Use moment,"""Abang uniform bertugas banting tulang, badan malam-malam rasa lenguh menyucuk?""","""Minyak hijau cap burung ni ubat urut urat tegar. Sekali gosok, senak otot surut.""",Standby Dalam Poket,"Target badan beruniform (polis, tentera, bomba)."
MWTCB_25ML__zip_csv__BM039,MWTCB_25ML,BM039,BM_039,2026-06-19_zip_csv__BM039,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,39,Golongan usahawan / Stress memikirkan jualan,"Tengking kepala kencang, urat mata tegang","Kepala ringan, boleh fikir strategi business","""Sakit otak fikir sales tak naik, urat kepala tegang.""",Mental stress,Mental fatigue,Hadap akaun / sales,Penenang urat kepala,Bau herba aroma tradisi,Hook/Pain,Pain callout,"""Fikir business sampai urat kepala rasa nak meletup? Stress sangat ni.""","""Sapu minyak cap burung kat belakang leher. Biar rasa herba asli relaxkan kepala.""",Beli Set Tenang,Menyentuh golongan usahawan kecil TikTok.
MWTCB_25ML__zip_csv__BM040,MWTCB_25ML,BM040,BM_040,2026-06-19_zip_csv__BM040,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,40,Ibu lepas bersalin (Postpartum) sejuk urat,"Badan rasa seram sejuk, angin masuk urat","Badan hangat, urat peranakan/badan terjaga","""Badan rasa masuk angin lepas bersalin ni, tak selesa.""",Sensitif / Risau,Postpartum care,Tempoh pantang,Minyak herba berpantang,*Postpartum Gate Approved*,PPPP,Mak-mak hook,"""Ibu dalam pantang paling risau kalau urat sejuk kemasukan angin. Badan boleh bisa.""","""Minyak hijau formula asli sejak 1958. Sesuai sapu kat kaki sebelum pakai stoking.""",Dapatkan Set Pantang,Keperluan tegar ibu dalam pantang tradisional.
MWTCB_25ML__zip_csv__BM041,MWTCB_25ML,BM041,BM_041,2026-06-19_zip_csv__BM041,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,41,Rumah kampung acap kali banjir/lembap,"Kaki gatal air, sejuk mencucuk tulang","Kaki kering, hangat, bisa tulang hilang","""Rumah lembap cuaca hujan ni, urat tua mula bisa.""",Siksa cuaca,Damp environment,Musim hujan,Pemanas sendi lembap,Formula herba tahan lama,HSO,Everyday household,"""Bila musim hujan, rumah rasa lembap dan urat kaki mula rasa ngilu mencucuk tulang?""","""Lumurkan minyak herba cap burung ni. Hangat dia meresap dalam, buang rasa bisa.""",Standby Musim Hujan,Sangat relevan untuk kawasan pantai timur / musim tengkujuh.
MWTCB_25ML__zip_csv__BM042,MWTCB_25ML,BM042,BM_042,2026-06-19_zip_csv__BM042,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,42,Kanak-kanak terjatuh benjol kecil,Kepala benjol/lebam main lari-lari,"Benjol cepat surut, anak berhenti nangis","""Kecoh budak ni main sampai benjol dahi.""",Risau anak sakit,Child injury,Anak lasak bermain,Minyak surut bengkak,Formula asli aman,Hook/Family,Family situation,"""Anak jenis buas main sampai dahi selalu lebam atau benjol? Mak jangan kecoh.""","""Sapu minyak cap burung ni laju-laju kat tempat bengkak. Kejap jer surut.""",Standby Satu Kat Rumah,Barangan wajib ada untuk ibu bapa anak buas.
MWTCB_25ML__zip_csv__BM043,MWTCB_25ML,BM043,BM_043,2026-06-19_zip_csv__BM043,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,43,Penunggang basikal tegar (Cyclist),"Peha kejang tengah jalan, betis keras","Otot longgar semula, boleh kayuh balik","""Aduh cramp pulak peha tengah bukit ni.""",Panik tengah jalan,Sports cramp,Tengah kayuh,Minyak poket jersey,Botol kecil selit jersey,FAB,Small bottle practicality,"""Kayuh basikal puluhan kilometer tapi tak bawa minyak angin sebab poket penuh?""","""Botol kecil 25ml ni muat celah poket jersey basikal. Cramp datang, terus gosok.""",Beli Saiz Poket,Target pasaran hobi sukan luar (cycling).
MWTCB_25ML__zip_csv__BM044,MWTCB_25ML,BM044,BM_044,2026-06-19_zip_csv__BM044,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,44,Pekerja salon/barber berdiri seharian,Pinggang dan tumit kaki rasa terbakar,Selesa berdiri untuk customer seterusnya,"""Berdiri potong rambut 10 orang hari ni, kaki rasa nak patah.""",Penat kerja,Standing occupation,Selesai shift salon,Pelancar darah kaki,Minyak urut hijau pekat,PAS,Use moment,"""Kerja berdiri potong rambut atau cuci rambut customer? Malam confirm tumit bisa.""","""Urut dengan minyak hijau cap burung ni. Longgarkan urat tegang, esok ready kerja balik.""",Klik Sini Stok Barber,Target industri perkhidmatan (service industry).
MWTCB_25ML__zip_csv__BM045,MWTCB_25ML,BM045,BM_045,2026-06-19_zip_csv__BM045,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,45,Penggemar hiking / panjat gunung,"Kaki lenguh, sendi lutut longgar turun bukit","Lutut kuat, otot tak koyak","""Turun bukit ni lutut rasa longgar gila, sakit.""",Takut lutut cedera,Hiking strain,Turun gunung,Minyak bagpack wajib,Saiz ringan tebal,QUEST,Travel/kereta/beg,"""Panjat gunung beg nak kena ringan, tapi minyak urut wajib bawa. Guna yang ni.""","""Botol kaca hijau tebal 25ml. Tak makan ruang beg, lutut start longgar terus gosok.""",Beli Set Hiking,Target pasaran outdoor/hiking.
MWTCB_25ML__zip_csv__BM046,MWTCB_25ML,BM046,BM_046,2026-06-19_zip_csv__BM046,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,46,Rasa kebas tangan bawa motor jauh,"Jari-jari rasa semut-semut, tak boleh genggam stereng","Tangan normal, darah lancar semula","""Kebas gila tangan bawa motor pergi kerja tiap hari.""",Rimas / Kebas,Long ride numbness,Perjalanan kerja,Minyak gosok jari,Formula asli sejak 1958,AIDA,Use moment,"""Tiap hari naik motor ulang-alik kerja sampai jari-jari rasa kebas semut-semut?""","""Balik rumah terus urut jari dengan minyak cap burung. Lancarkan balik darah urat.""",Dapatkan Kelegaan Tangan,Isu harian penunggang motosikal tegar Malaysia.
MWTCB_25ML__zip_csv__BM047,MWTCB_25ML,BM047,BM_047,2026-06-19_zip_csv__BM047,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,47,Orang tua mengeluh dada sebu berangin,"Rasa ketat celah ulu hati, susah nak nafas","Angin pecah, ulu hati rasa lapang","""Ulu hati rasa macam kena sekat, angin penuh.""",Siksa berangin,Gastric gas,Lepas bangun pagi,Minyak pecah angin dada,Petua turun temurun,PASTOR,Nostalgia trigger,"""Orang tua kalau dah start ubat ulu hati sebu berangin, muka confirm berkerut sakit.""","""Sapu membulat minyak herba cap burung ni. Biar angin dalam dada pecah keluar.""",Beli Pelega Angin,"Sering disalahertikan sebagai sakit dada biasa, herba membantu melegakan."
MWTCB_25ML__zip_csv__BM048,MWTCB_25ML,BM048,BM_048,2026-06-19_zip_csv__BM048,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,48,Menghadapi cuaca panas / pening kepala,Kepala rasa berat bawah terik matahari,"Kepala rasa sejuk berangin, mata cerah","""Panas terik sangat ni, kepala dah mula pening lalat.""",Pening terik,Heat exhaustion,Luar rumah panas,Penyejuk kepala herba,Bau segar asli,PPPP,Use moment,"""Kerja bawah tengah panas sampai kepala rasa berpusing pening lalat?""","""Sapu sikit minyak cap merah ni kat tengkuk. Rasa herba dia legakan pening terus.""",Standby Satu Botol,Relevan dengan cuaca khatulistiwa Malaysia.
MWTCB_25ML__zip_csv__BM049,MWTCB_25ML,BM049,BM_049,2026-06-19_zip_csv__BM049,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,49,Content creator hadap phone 12 jam,"Urat mata tegang, tengkuk kaku layan editing","Tengkuk lembut, kepala tak pening","""Hadap skrin edit video sampai tengkuk rasa macam batu.""",Penat digital,Digital fatigue,Tengah edit video,Minyak meja kerja,Formula urut serap,PAS,Use moment,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""","""Jangan biar kepala migrain. Ambil minyak cap burung ni, gosok laju-laju kat urat leher.""",Simpan Atas Meja,Target pasaran pekerja digital zaman sekarang.
MWTCB_25ML__zip_csv__BM050,MWTCB_25ML,BM050,BM_050,2026-06-19_zip_csv__BM050,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,50,Rumah laci dapur berbau hapak / serangga,Nak minyak angin bau herba kuat untuk halau angin,"Bau herba bersih, rumah rasa tradisi lengkap","""Laci ni bau hapak, elok letak minyak angin herba bau kuat.""",Rimas bau hapak,Household scent,Bersih laci,Aroma warisan asli,Bau herba semula jadi,FAB,Home completeness,"""Rumah melayu tak lengkap kalau laci ruang tamu tak bau minyak angin herba asli.""","""Minyak cap burung beri vibe rumah tok yang selamat, tenang, dan bersedia.""",Lengkapkan Rumah,"Menjual sentimen ""bau rumah melayu sejati""."
MWTCB_25ML__zip_csv__BM051,MWTCB_25ML,BM051,BM_051,2026-06-19_zip_csv__BM051,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,51,Pembeli cari herba tanpa bahan kimia,Takut ubat sapu moden campur steroid/kimia,"Herba tulen, selamat digunakan jangka panjang","""Aku nak minyak urut yang herba betul, bukan mineral oil semata.""",Takut bahan kimia,Ingredient purity,Cari ubat herba,Minyak herba tulen,Sejak 1958 formula asli,Hook/Memory,Old-school trust,"""Dah penat guna minyak angin moden yang cuma ada bau chemical tapi herba tarak?""","""Guna formula asli 1958 minyak cap burung. Herba akar kayu asli meresap terus.""",Dapatkan Formula Asli,Menyasarkan golongan pejuang herba organik.
MWTCB_25ML__zip_csv__BM052,MWTCB_25ML,BM052,BM_052,2026-06-19_zip_csv__BM052,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,52,Anggota keluarga suka urut badan mingguan,Tiada minyak urut yang pekat dan lancar,"Sesi urut puas, urat longgar habis","""Minyak urut lain cair sangat, tak syok buat urut urat.""",Nak puas urut,Massage quality,Hujung minggu urut,Minyak urut pro-tradisi,Minyak hijau pekat asli,BAB,Use moment,"""Hari minggu waktu terbaik nak urut satu badan. Tapi jangan guna minyak cair boring.""","""Guna minyak hijau cap burung ni. Pekat, melancarkan urut, herba resap dalam.""",Borong Botol Urut,Target aktiviti hujung minggu keluarga Melayu.
MWTCB_25ML__zip_csv__BM053,MWTCB_25ML,BM053,BM_053,2026-06-19_zip_csv__BM053,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,53,Tekanan darah rasa berat kat tengkuk,"Leher rasa tebal, kepala berat (bukan medikal)","Tengkuk ringan, rasa ketat berkurangan laju","""Tengkuk rasa berat sangat ni, stress la kut.""",Risau badan berat,Tension line,Balik kerja stress,Pelega ketat tengkuk,Formula urut asli,PAS,Pain callout,"""Bila stress kerja menimbun, automatik urat tengkuk rasa tebal dan berat sangat?""","""Sapu minyak cap merah ni. Urut ke bawah dari telinga ke bahu, rasa ringan terus.""",Klik Pelega Tengkuk,Keadaan biasa akibat stress pejabat harian.
