hook_id,product_id,angle_id,motivation_id,hook_text,hook_family,hook_style,boldness_level,buyer_stage,persona_fit,primary_bucket,platform_surface_fit,best_content_format,opening_pattern,emotion_trigger,curiosity_gap,visual_prompt_hint,usage_context,sales_mechanism,compliance_risk_level,source_batch,hook_status
MWTCB_HOOK_206,MWTCB_25ML,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,POV: Bila menyimpan botol kecil minyak angin dalam pouch beg kerja untuk kegunaan pejabat.,travel_car_bag,POV_hook,MODERATE,ready_to_buy,universal_household,MULTI_BUY,poster_ads,hybrid_video,POV: Bila menyimpan botol kecil...,identification,situation match,"Lelaki membuka beg laptop pejabatnya, menyelitkan botol Cap Burung 25ml ke dalam poket zip kecil di sisi beg.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_207,MWTCB_25ML,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,Pernah tak korang gelabah bila menyimpan botol kecil minyak angin dalam pouch beg kerja untuk kegunaan pejabat?,travel_car_bag,question_hook,MODERATE,ready_to_buy,universal_household,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Lelaki membuka beg laptop pejabatnya, menyelitkan botol Cap Burung 25ml ke dalam poket zip kecil di sisi beg.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_208,MWTCB_25ML,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,"Bila satu ofis mula mengadu leher kaku menghadap skrin komputer, sauk bundle kongsi ramai-ramai.",multi_buy,standby_hook,SOFT,ready_to_buy,universal_household,MULTI_BUY,poster_ads,hybrid_video,Bila satu ofis mula mengadu...,concern,remedy speed,Pekerja wanita meletakkan 3 botol Cap Burung di atas meja rakan sekerjanya sambil bergelak tawa.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_209,MWTCB_25ML,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,POV: Bila membeli bundle untuk dikongsi atau dihadiahkan kepada rakan sepejabat.,multi_buy,POV_hook,SOFT,ready_to_buy,universal_household,MULTI_BUY,poster_ads,hybrid_video,POV: Bila membeli bundle untuk...,identification,situation match,Pekerja wanita meletakkan 3 botol Cap Burung di atas meja rakan sekerjanya sambil bergelak tawa.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_210,MWTCB_25ML,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,Pernah tak korang gelabah bila membeli bundle untuk dikongsi atau dihadiahkan kepada rakan sepejabat?,multi_buy,question_hook,SOFT,ready_to_buy,universal_household,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Pekerja wanita meletakkan 3 botol Cap Burung di atas meja rakan sekerjanya sambil bergelak tawa.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_211,MWTCB_25ML,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,"Minyak cap burung ni kalau letak sebiji kat rumah, esok confirm ghaib kena kebas.",multi_buy,standby_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Minyak cap burung ni kalau...,concern,remedy speed,"Adik secara senyap-senyap menyelinap masuk bilik kakak, mengambil botol Cap Burung dari bedside table lalu membawanya lari.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_212,MWTCB_25ML,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,POV: Bila anak atau adik-beradik suka mengambil minyak angin milik ibu bapa tanpa kebenaran.,multi_buy,POV_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila anak atau adik-beradik...,identification,situation match,"Adik secara senyap-senyap menyelinap masuk bilik kakak, mengambil botol Cap Burung dari bedside table lalu membawanya lari.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_213,MWTCB_25ML,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,Bahaya kalau tak bersedia bila anak atau adik-beradik suka mengambil minyak angin milik ibu bapa tanpa kebenaran!,multi_buy,warning_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Adik secara senyap-senyap menyelinap masuk bilik kakak, mengambil botol Cap Burung dari bedside table lalu membawanya lari.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_214,MWTCB_25ML,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Jangan tunggu botol lama licin baru kelam-kabut nak order baru.,multi_buy,standby_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Jangan tunggu botol lama licin...,panic,remedy speed,Tangan meletakkan botol Cap Burung baharu di atas rak kabinet bersanding dengan botol lama yang tinggal separuh.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_215,MWTCB_25ML,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,POV: Bila memastikan stok ubat sentiasa ada sebelum botol sedia ada habis digunakan.,multi_buy,POV_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila memastikan stok ubat...,identification,situation match,Tangan meletakkan botol Cap Burung baharu di atas rak kabinet bersanding dengan botol lama yang tinggal separuh.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_216,MWTCB_25ML,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Pernah tak korang gelabah bila memastikan stok ubat sentiasa ada sebelum botol sedia ada habis digunakan?,multi_buy,question_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Tangan meletakkan botol Cap Burung baharu di atas rak kabinet bersanding dengan botol lama yang tinggal separuh.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_217,MWTCB_25ML,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,"Bila badan tak selesa tengah malam, malas betul nak keluar bilik cari minyak angin.",multi_buy,standby_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Bila badan tak selesa tengah...,concern,remedy speed,"Montage meletakkan botol Cap Burung di atas almari bilik tidur utama, bilik anak-anak, dan bilik tetamu.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_218,MWTCB_25ML,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,POV: Bila meletakkan minyak angin di setiap bilik tidur rumah demi kemudahan ahli keluarga.,multi_buy,POV_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila meletakkan minyak angin...,identification,situation match,"Montage meletakkan botol Cap Burung di atas almari bilik tidur utama, bilik anak-anak, dan bilik tetamu.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_219,MWTCB_25ML,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,Pernah tak korang gelabah bila meletakkan minyak angin di setiap bilik tidur rumah demi kemudahan ahli keluarga?,multi_buy,question_hook,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Montage meletakkan botol Cap Burung di atas almari bilik tidur utama, bilik anak-anak, dan bilik tetamu.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_220,MWTCB_25ML,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,"Balik perjumpaan keluarga, bawa buah tangan kesihatan untuk semua orang tua.",gift_for_parents,standby_hook,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,"Balik perjumpaan keluarga, bawa buah...",concern,remedy speed,"Anak mengeluarkan beberapa botol Cap Burung dari beg hadiah kertas, mengedarkannya kepada mak, ayah, dan datuk.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_221,MWTCB_25ML,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,"POV: Bila membeli set bundle untuk diedarkan kepada mak, ayah, dan datuk semasa perjumpaan keluarga.",gift_for_parents,POV_hook,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila membeli set bundle...,identification,situation match,"Anak mengeluarkan beberapa botol Cap Burung dari beg hadiah kertas, mengedarkannya kepada mak, ayah, dan datuk.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_222,MWTCB_25ML,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,"Pernah tak korang gelabah bila membeli set bundle untuk diedarkan kepada mak, ayah, dan datuk semasa perjumpaan keluarga?",gift_for_parents,question_hook,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Anak mengeluarkan beberapa botol Cap Burung dari beg hadiah kertas, mengedarkannya kepada mak, ayah, dan datuk.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_223,MWTCB_25ML,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,Beli satu botol bayar pos penuh. Baik sauk bundle 5 botol guna kupon diskaun.,multi_buy,standby_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Beli satu botol bayar pos...,concern,remedy speed,"Close-up skrin telefon memaparkan diskaun kupon TikTok Shop untuk bundle 5 botol Cap Burung, jari menekan butang 'Buy Now'.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_224,MWTCB_25ML,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,POV: Bila menggunakan kupon diskaun TikTok Shop untuk membeli bundle jimat 5 botol.,multi_buy,POV_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila menggunakan kupon diskaun...,identification,situation match,"Close-up skrin telefon memaparkan diskaun kupon TikTok Shop untuk bundle 5 botol Cap Burung, jari menekan butang 'Buy Now'.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_225,MWTCB_25ML,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,Bahaya kalau tak bersedia bila menggunakan kupon diskaun TikTok Shop untuk membeli bundle jimat 5 botol!,multi_buy,warning_hook,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Close-up skrin telefon memaparkan diskaun kupon TikTok Shop untuk bundle 5 botol Cap Burung, jari menekan butang 'Buy Now'.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_226,MWTCB_25ML,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,"Misteri rumah: letak atas meja pagi, petang ghaib entah ke mana.",multi_buy,standby_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Misteri rumah: letak atas meja...,concern,remedy speed,Kakak mencari minyak angin di atas meja solek tetapi hanya menjumpai kotak kosong.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_227,MWTCB_25ML,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,POV: Bila dramatisasi misteri kehilangan sebotol minyak angin di rumah akibat dibawa ke tempat kerja.,multi_buy,POV_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila dramatisasi misteri kehilangan...,identification,situation match,Kakak mencari minyak angin di atas meja solek tetapi hanya menjumpai kotak kosong.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_228,MWTCB_25ML,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,Bahaya kalau tak bersedia bila dramatisasi misteri kehilangan sebotol minyak angin di rumah akibat dibawa ke tempat kerja!,multi_buy,warning_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,Kakak mencari minyak angin di atas meja solek tetapi hanya menjumpai kotak kosong.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_229,MWTCB_25ML,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,"Selesai cuci pinggang mangkuk, sendi lengan start rasa lenguh basah.",practical_storage,standby_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,"Selesai cuci pinggang mangkuk, sendi...",concern,remedy speed,"Ibu mencuci timbunan pinggan mangkuk di sink dapur, selepas selesai mengelap tangan lalu mencapai botol Cap Burung tepi sink.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_230,MWTCB_25ML,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,POV: Bila meletakkan minyak angin tepi sink dapur untuk sapuan pantas urat penat.,practical_storage,POV_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila meletakkan minyak angin...,identification,situation match,"Ibu mencuci timbunan pinggan mangkuk di sink dapur, selepas selesai mengelap tangan lalu mencapai botol Cap Burung tepi sink.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_231,MWTCB_25ML,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,Pernah tak korang gelabah bila meletakkan minyak angin tepi sink dapur untuk sapuan pantas urat penat?,practical_storage,question_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Ibu mencuci timbunan pinggan mangkuk di sink dapur, selepas selesai mengelap tangan lalu mencapai botol Cap Burung tepi sink.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_232,MWTCB_25ML,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Suami isteri kena ada seorang satu botol kecil dalam beg harian.,travel_car_bag,standby_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Suami isteri kena ada seorang...,concern,remedy speed,"Tangan isteri memasukkan botol kecil Cap Burung dalam handbag, manakala suami memasukkan sebotol lagi.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_233,MWTCB_25ML,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,POV: Bila set standby diletakkan khas dalam beg tangan isteri dan poket jubah/seluar suami.,travel_car_bag,POV_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila set standby diletakkan...,identification,situation match,"Tangan isteri memasukkan botol kecil Cap Burung dalam handbag, manakala suami memasukkan sebotol lagi.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_234,MWTCB_25ML,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Pernah tak korang gelabah bila set standby diletakkan khas dalam beg tangan isteri dan poket jubah/seluar suami?,travel_car_bag,question_hook,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Tangan isteri memasukkan botol kecil Cap Burung dalam handbag, manakala suami memasukkan sebotol lagi.",rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_235,MWTCB_25ML,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,"Hantar anak balik asrama belajar jauh, bekalkan dia minyak standby tradisional.",gift_for_parents,standby_hook,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Hantar anak balik asrama belajar...,concern,emergency readiness,Ibu memasukkan botol Cap Burung ke dalam beg pakaian anak muda yang bersiap mahu pulang ke kampus.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_236,MWTCB_25ML,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,POV: Bila ibu membekalkan anak yang balik ke asrama/universiti dengan ubat standby tradisional.,gift_for_parents,POV_hook,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila ibu membekalkan anak...,identification,situation match,Ibu memasukkan botol Cap Burung ke dalam beg pakaian anak muda yang bersiap mahu pulang ke kampus.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_237,MWTCB_25ML,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,Pernah tak korang gelabah bila ibu membekalkan anak yang balik ke asrama/universiti dengan ubat standby tradisional?,gift_for_parents,question_hook,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Ibu memasukkan botol Cap Burung ke dalam beg pakaian anak muda yang bersiap mahu pulang ke kampus.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_238,MWTCB_25ML,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,"Balik raya kali ni, bagi buah tangan yang betul-betul melegakan urat sendi tetamu.",seasonal_context,standby_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,"Balik raya kali ni, bagi...",concern,remedy speed,Tuan rumah menyusun botol-botol Cap Burung dalam beg goodies kertas comel.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_239,MWTCB_25ML,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,POV: Bila membeli bundle besar sebagai hadiah atau buah tangan tambahan kepada tetamu perayaan.,seasonal_context,POV_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila membeli bundle besar...,identification,situation match,Tuan rumah menyusun botol-botol Cap Burung dalam beg goodies kertas comel.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_240,MWTCB_25ML,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,Bahaya kalau tak bersedia bila membeli bundle besar sebagai hadiah atau buah tangan tambahan kepada tetamu perayaan!,seasonal_context,warning_hook,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,Tuan rumah menyusun botol-botol Cap Burung dalam beg goodies kertas comel.,rumah,multi_location_logic,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_241,MWTCB_25ML,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,"Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.",multi_buy,standby_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,"Harga murah gila, tak payah...",concern,remedy speed,Jari mengetuk skrin telefon memaparkan harga coret dari RM45 ke RM25 untuk set 3 botol minyak Cap Burung.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_242,MWTCB_25ML,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,POV: Bila menggesa pembeli memanfaatkan kupon diskaun TikTok Shop untuk membeli set 3 botol.,multi_buy,POV_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila menggesa pembeli memanfaatkan...,identification,situation match,Jari mengetuk skrin telefon memaparkan harga coret dari RM45 ke RM25 untuk set 3 botol minyak Cap Burung.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_243,MWTCB_25ML,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,Bahaya kalau tak bersedia bila menggesa pembeli memanfaatkan kupon diskaun TikTok Shop untuk membeli set 3 botol!,multi_buy,warning_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,Jari mengetuk skrin telefon memaparkan harga coret dari RM45 ke RM25 untuk set 3 botol minyak Cap Burung.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_244,MWTCB_25ML,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,"Cikgu sekolah berdiri seharian mengajar, bila rehat tengkuk rasa macam kena simen.",persona_specific,standby_hook,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,"Cikgu sekolah berdiri seharian mengajar,...",concern,remedy speed,Guru wanita meletakkan botol Cap Burung di meja tengah bilik guru sekolah.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_245,MWTCB_25ML,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,POV: Bila guru-guru sekolah berkongsi membeli bundle minyak angin untuk diletakkan di bilik guru.,persona_specific,POV_hook,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila guru-guru sekolah berkongsi...,identification,situation match,Guru wanita meletakkan botol Cap Burung di meja tengah bilik guru sekolah.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_246,MWTCB_25ML,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,Pernah tak korang gelabah bila guru-guru sekolah berkongsi membeli bundle minyak angin untuk diletakkan di bilik guru?,persona_specific,question_hook,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Guru wanita meletakkan botol Cap Burung di meja tengah bilik guru sekolah.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_247,MWTCB_25ML,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,"Drive Grab seharian cari rezeki, urat pinggang dan bahu mula rasa kejang tegang.",persona_specific,standby_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,"Drive Grab seharian cari rezeki,...",concern,remedy speed,Pemandu Grab tersenyum menyerahkan botol minyak Cap Burung kepada rakan pemandu Grab.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_248,MWTCB_25ML,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,POV: Bila pemandu Grab/e-hailing berkongsi membeli set bundle untuk diletakkan dalam kereta masing-masing.,persona_specific,POV_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila pemandu Grab/e-hailing berkongsi...,identification,situation match,Pemandu Grab tersenyum menyerahkan botol minyak Cap Burung kepada rakan pemandu Grab.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_249,MWTCB_25ML,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,Bahaya kalau tak bersedia bila pemandu Grab/e-hailing berkongsi membeli set bundle untuk diletakkan dalam kereta masing-masing!,persona_specific,warning_hook,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,Pemandu Grab tersenyum menyerahkan botol minyak Cap Burung kepada rakan pemandu Grab.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_250,MWTCB_25ML,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Hari Ibu jangan bagi bunga plastik layu. Bagi minyak urut legakan lenguh badan dia.,gift_for_parents,standby_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Hari Ibu jangan bagi bunga...,concern,remedy speed,Anak menyerahkan kotak hadiah berisi set minyak urut Cap Burung dengan kad ucapan 'Selamat Hari Ibu'.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_251,MWTCB_25ML,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,POV: Bila menghadiahkan set bundle kesihatan tradisional sempena hari ibu/bapa.,gift_for_parents,POV_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila menghadiahkan set bundle...,identification,situation match,Anak menyerahkan kotak hadiah berisi set minyak urut Cap Burung dengan kad ucapan 'Selamat Hari Ibu'.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_252,MWTCB_25ML,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Pernah tak korang gelabah bila menghadiahkan set bundle kesihatan tradisional sempena hari ibu/bapa?,gift_for_parents,question_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Anak menyerahkan kotak hadiah berisi set minyak urut Cap Burung dengan kad ucapan 'Selamat Hari Ibu'.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_253,MWTCB_25ML,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,"Hadap customer seharian di kaunter, kepala start rasa pening berpusing lalat.",multi_buy,standby_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,"Hadap customer seharian di kaunter,...",concern,remedy speed,Staf kaunter hadapan pejabat tersenyum menyapu minyak Cap Burung pada pelipis matanya.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_254,MWTCB_25ML,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,POV: Bila meletakkan minyak angin di kaunter pendaftaran pejabat/klinik untuk kegunaan staf/tetamu.,multi_buy,POV_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,POV: Bila meletakkan minyak angin...,identification,situation match,Staf kaunter hadapan pejabat tersenyum menyapu minyak Cap Burung pada pelipis matanya.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_255,MWTCB_25ML,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,Pernah tak korang gelabah bila meletakkan minyak angin di kaunter pendaftaran pejabat/klinik untuk kegunaan staf/tetamu?,multi_buy,question_hook,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Staf kaunter hadapan pejabat tersenyum menyapu minyak Cap Burung pada pelipis matanya.,beg,impulse_low_friction,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_256,MWTCB_25ML,MWTCB_ANG_086,MWTCB_25ML__xlsx__BM005,Bawa botol minyak besar-besar dalam poket buat menyemak punggung jer.,practical_storage,standby_hook,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,poster_ads,hybrid_video,Bawa botol minyak besar-besar dalam...,concern,remedy speed,"Lelaki cuba memasukkan botol minyak urut besar ke poket seluar tetapi ia terbonjol keluar, lalu menukarkannya dengan botol Cap Burung.",laci,practical_convenience,LOW,2026-06-19_part3_6_copy_components,draft
