angle_id,product_id,motivation_id,angle_name,angle_family,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,commercial_trigger,visual_scene,copy_formula_fit,hook_style,hook_direction,subhook_direction,usp_direction,cta_direction,content_format_fit,platform_surface_fit,bundle_potential,repeat_purchase_potential,why_it_can_sell,creative_notes,source_motivation_hook,source_batch,angle_status
MWTCB_ANG_060,MWTCB_25ML,MWTCB_25ML__zip_csv__BM028,Tapak Kaki Sejuk Malam Buta,nostalgia_trust,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,BOLD,rumah,nostalgia_trust,Sensasi tapak kaki sejuk dan mencucuk ngilu pada warga emas yang mengganggu tidur malam.,Warga emas menyapu minyak hijau pekat pada tapak kakinya yang sejuk lalu menyarung stoking bulu tebal di katil.,BAB,Old-school trust,Orang tua kalau malam selalu terjaga sebab kaki sejuk mencucuk tulang.,Sapu herba asli minyak Cap Burung pada tapak kaki sebelum sarung stoking.,Kehangatan formula asli sejak 1958 menjamin tidur malam lena.,Hantar set tidur lena orang tua sekarang.,hybrid_video,poster_ads,LOW,MEDIUM,Menyelesaikan isu peredaran darah/sejuk malam warga emas secara tradisional.,Elderly sleep health trigger.,"""Dah bosan beli minyak angin viral yang bau jer wangi tapi sakit tak hilang?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_061,MWTCB_25ML,MWTCB_25ML__zip_csv__BM028,Urat Kebas Mak Masak,family_home,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,rumah,nostalgia_trust,Ibu mengadu jari-jari tangannya kebas selepas memotong sayur dan berdiri lama memasak kenduri.,"Ibu memegang pisau dapur, menghentikan potongan seketika untuk mengurut jarinya yang kebas.",BAB,Old-school trust,"Mak kalau dah bersiap masak kenduri, petang urat jari dia mula rasa kebas menyucuk.",Bagi mak sapuan minyak herba cap burung untuk melegakan semut-semut jari.,Formula asli warisan 1958 yang dipercayai ibu.,Beli set dapur mak sekarang.,hybrid_video,poster_ads,LOW,MEDIUM,Empathy for mothers doing physical kitchen preparation.,Kitchen preparation fatigue trigger.,"""Dah bosan beli minyak angin viral yang bau jer wangi tapi sakit tak hilang?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_062,MWTCB_25ML,MWTCB_25ML__zip_csv__BM031,Skeptikal Minyak Wangi Chemical,nostalgia_trust,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,universal_household,BOLD,malam,household_readiness,Kekecewaan terhadap ubat sapu moden berbau buah/bunga yang tidak melegakan urat.,"Gadis muda menghidu botol minyak angin estetik moden, berkerut muka, lalu mencapai botol kaca hijau retro Cap Burung dengan lega.",PAS,Use moment,Dah bosan beli minyak angin viral yang bau jer wangi bunga tapi sakit tak hilang?,Pilihlah minyak herba asli sejak 1958 yang betul-betul ada 'bite' legakan urat.,Bau herba segar tradisional semula jadi yang menusuk ubat.,Beli herba asli tulen sekarang.,hybrid_video,poster_ads,LOW,MEDIUM,Menyerang trend minyak angin wangi sintetik yang kurang khasiat perubatan.,Product quality contrast trigger.,"""Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_063,MWTCB_25ML,MWTCB_25ML__zip_csv__BM031,Retro Kaca Hijau Solid,visual_recognition,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,universal_household,MODERATE,malam,household_readiness,Visual tebal dan berat botol kaca hijau retro Cap Burung yang meyakinkan.,"Close-up botol kaca hijau retro diketuk perlahan pada meja kayu, memaparkan ketebalan kaca.",PAS,Use moment,Botol kaca hijau retro ni bukan rupa produk murah kilang OEM.,Kaca tebal pepejal yang selamat disimpan celah beg tanpa bimbang pecah.,Identiti visual asli yang bertahan sejak 1958.,Dapatkan botol retro legenda anda.,hybrid_video,poster_ads,LOW,MEDIUM,Menjual kualiti pembungkusan klasik berbanding botol plastik murah moden.,Packaging quality trigger.,"""Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_064,MWTCB_25ML,MWTCB_25ML__zip_csv__BM050,Leher Kaku Salah Bantal,standby_before_need,NOSTALGIA_TRUST,FAMILY_HOME,warm_interest,family_home_buyer,BOLD,rumah,household_readiness,Ketidakupayaan menoleh leher akibat salah bantal yang menyakitkan di pagi hari.,Lelaki cuba memusingkan kepalanya untuk melihat cermin bilik mandi tetapi mengerang memegang tengkuk kaku.,FAB,Home completeness,Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.,Sapu herba asli minyak Cap Burung dekat tengkuk untuk longgarkan urat.,Meresap pantas melegakan kaku tengkuk.,Tap beg kuning standby leher selesa.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menyelesaikan masalah fizikal biasa pagi hari dengan remedi pantas.,Morning muscle stiffness trigger.,"""Rumah melayu tak lengkap kalau laci ruang tamu tak bau minyak angin herba asli.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_065,MWTCB_25ML,MWTCB_25ML__zip_csv__BM060,Legenda 1958 vs Gimmick OEM,nostalgia_trust,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,AGGRESSIVE,malam,nostalgia_trust,Serangan agresif kepada produk minyak angin moden rebrand OEM yang tiada kelulusan atau sejarah formulasi.,Lelaki memegang botol kaca tebal Cap Burung menatap tajam logo burung lama.,Hook/Memory,Old-school trust,Jangan gadaikan urat badan kau dekat produk OEM semalam suntuk baru nak up.,Gunakan formula legenda sejak 1958 yang dipercayai datuk nenek kita.,Label burung warisan asli yang tidak pernah menipu khasiat.,Sauk minyak legenda asli sekarang.,hybrid_video,poster_ads,LOW,MEDIUM,Membina status produk sebagai ubat legenda warisan terjamin.,Defending heritage quality trigger.,"""Jangan gadaikan urat badan kau dekat produk OEM semalam suntuk baru nak up.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_066,MWTCB_25ML,MWTCB_25ML__xlsx__BM014,Tiga Lokasi Wajib Ready,multi_buy,MULTI_BUY,TRAVEL_CAR_BAG,ready_to_buy,universal_household,BOLD,rumah,multi_location_logic,Keperluan meletakkan minyak angin di pelbagai lokasi berbeza demi persediaan kecemasan.,"POV meletakkan botol 1 di laci kabinet TV, botol 2 di dalam glove box kereta, dan botol 3 masuk ke dalam sling bag harian.",Hook/Multi-location/CTA,multi-buy,Satu botol memang tak cukup kalau kau jenis selalu bergerak.,"Rumah satu, kereta satu, beg satu — baru tak kalut mencari waktu perlu.",Botol kecil 25ml senang selit dekat mana-mana tempat.,Sauk bundle 3 botol harga promo sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Mendorong pembelian bundle 3 botol demi praktikaliti lokasi.,Multi-location setup trigger.,Satu botol memang tak cukup kalau kau selalu bergerak.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_067,MWTCB_25ML,MWTCB_25ML__xlsx__BM014,Stok Hilang Dikebas Ahli Rumah,multi_buy,MULTI_BUY,TRAVEL_CAR_BAG,ready_to_buy,universal_household,BOLD,rumah,multi_location_logic,Minyak angin di rumah sering hilang atau dipinjam ahli keluarga lain tanpa dikembalikan.,"Ibu membuka laci mencari minyak angin tetapi mendapati ia kosong, memanggil anak yang sedang menyapu minyak di bilik lain.",Hook/Multi-location/CTA,multi-buy,"Dalam rumah kalau ada satu botol minyak angin, memang confirm cepat lesap.",Beli borong terus buat spare letak dekat ruang tamu dan bilik tidur.,Formula asli Cap Burung sejak 1958 kegemaran satu rumah.,Sauk promo bundle keluarga sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Mengatasi masalah kehilangan ubat rumah dengan membeli stok lebih.,Domestic sharing problem trigger.,Satu botol memang tak cukup kalau kau selalu bergerak.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_068,MWTCB_25ML,MWTCB_25ML__xlsx__BM014,Dashboard Kereta Standby,travel_car_bag,MULTI_BUY,TRAVEL_CAR_BAG,ready_to_buy,universal_household,MODERATE,rumah,multi_location_logic,Keperluan meletakkan sebotol minyak khusus di dalam compartment dashboard kereta.,"Tangan membuka compartment dashboard kereta, menyingkirkan resit lama, lalu menyelitkan botol Cap Burung dengan kemas.",Hook/Multi-location/CTA,multi-buy,Dalam dashboard kereta kau ada apa? Pen rosak? Resit lama? Standby benda ni.,Satu botol simpan dalam kereta khas untuk perjalanan jauh pening kepala.,Botol tebal kaca hijau tebal tahan haba kereta.,Klik promo set kereta sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar pemandu jalan jauh yang memerlukan minyak standby dalam kenderaan.,Car accessory positioning.,Satu botol memang tak cukup kalau kau selalu bergerak.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_069,MWTCB_25ML,MWTCB_25ML__xlsx__BM014,Beg Kerja Standby Pouch,travel_car_bag,MULTI_BUY,TRAVEL_CAR_BAG,ready_to_buy,universal_household,MODERATE,rumah,multi_location_logic,Menyimpan botol kecil minyak angin dalam pouch beg kerja untuk kegunaan pejabat.,"Lelaki membuka beg laptop pejabatnya, menyelitkan botol Cap Burung 25ml ke dalam poket zip kecil di sisi beg.",Hook/Multi-location/CTA,multi-buy,"Beg kerja penuh dengan powerbank dan charger, tapi barang badan sendiri tiada?",Selit sebotol kecil 25ml dalam beg pejabat untuk kecemasan urat tegang.,"Saiz muat poket beg kerja, mudah capai bila-bila masa.",Ambil set beg kerja promo sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar pekerja pejabat korporat yang sering lenguh tengkuk/bahu di tempat kerja.,Office backpack essential trigger.,Satu botol memang tak cukup kalau kau selalu bergerak.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_070,MWTCB_25ML,MWTCB_25ML__xlsx__BM014,Borong Kongsi Rakan Sekerja,multi_buy,MULTI_BUY,TRAVEL_CAR_BAG,ready_to_buy,universal_household,SOFT,rumah,multi_location_logic,Membeli bundle untuk dikongsi atau dihadiahkan kepada rakan sepejabat.,Pekerja wanita meletakkan 3 botol Cap Burung di atas meja rakan sekerjanya sambil bergelak tawa.,Hook/Multi-location/CTA,multi-buy,"Bila satu ofis mula mengadu leher kaku menghadap skrin komputer, sauk bundle kongsi ramai-ramai.","Satu meja satu botol, baru kerja pejabat rasa lebih selesa.",Formula herba asli yang menenangkan suasana ofis stres.,Ambil bundle ofis jimat hari ini.,hybrid_video,poster_ads,HIGH,HIGH,Mempromosikan pembelian berkumpulan di tempat kerja.,Office sharing community trigger.,Satu botol memang tak cukup kalau kau selalu bergerak.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_071,MWTCB_25ML,MWTCB_25ML__xlsx__BM021,Pencuri Minyak Angin Rumah,multi_buy,MULTI_BUY,FAMILY_HOME,repeat_buyer,family_home_buyer,BOLD,rumah,multi_location_logic,Anak atau adik-beradik suka mengambil minyak angin milik ibu bapa tanpa kebenaran.,"Adik secara senyap-senyap menyelinap masuk bilik kakak, mengambil botol Cap Burung dari bedside table lalu membawanya lari.",PAS,stok rumah,"Minyak cap burung ni kalau letak sebiji kat rumah, esok confirm ghaib kena kebas.",Masing-masing nak sapu urat lenguh. Baik beli set bundle seorang satu.,Petua warisan asli sejak 1958 kegemaran seisi rumah.,Tap beg kuning dapatkan promo bundle seorang satu.,hybrid_video,poster_ads,HIGH,HIGH,Dramatisasi lucu tentang barang rumah yang sering hilang dikongsi.,Humorous sibling sharing trigger.,"Bila satu rumah pakai, satu botol boleh hilang sekelip mata.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_072,MWTCB_25ML,MWTCB_25ML__xlsx__BM021,Stok Ubat Kecemasan Bertambah,multi_buy,MULTI_BUY,FAMILY_HOME,repeat_buyer,family_home_buyer,MODERATE,rumah,multi_location_logic,Memastikan stok ubat sentiasa ada sebelum botol sedia ada habis digunakan.,Tangan meletakkan botol Cap Burung baharu di atas rak kabinet bersanding dengan botol lama yang tinggal separuh.,PAS,stok rumah,Jangan tunggu botol lama licin baru kelam-kabut nak order baru.,Sediakan stok spare awal-awal dalam rak ubat rumah.,Formula asli tradisional pekat herba tahan lama.,Beli set stok spare hari ini.,hybrid_video,poster_ads,HIGH,HIGH,Mengelakkan kehabisan ubat semasa diperlukan.,Preparedness stock trigger.,"Bila satu rumah pakai, satu botol boleh hilang sekelip mata.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_073,MWTCB_25ML,MWTCB_25ML__xlsx__BM021,Satu Bilik Satu Botol,multi_buy,MULTI_BUY,FAMILY_HOME,repeat_buyer,family_home_buyer,MODERATE,rumah,multi_location_logic,Meletakkan minyak angin di setiap bilik tidur rumah demi kemudahan ahli keluarga.,"Montage meletakkan botol Cap Burung di atas almari bilik tidur utama, bilik anak-anak, dan bilik tetamu.",PAS,stok rumah,"Bila badan tak selesa tengah malam, malas betul nak keluar bilik cari minyak angin.",Sediakan satu botol untuk setiap bilik tidur rumah.,Botol kaca kecil retro yang kemas diletakkan di mana-mana.,Sauk bundle bilik jimat sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Mendorong pembelian kuantiti 3-5 botol untuk kegunaan bilik.,Room utility distribution trigger.,"Bila satu rumah pakai, satu botol boleh hilang sekelip mata.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_074,MWTCB_25ML,MWTCB_25ML__xlsx__BM021,Hadiah Kongsi Ahli Keluarga,gift_for_parents,MULTI_BUY,FAMILY_HOME,repeat_buyer,family_home_buyer,SOFT,rumah,multi_location_logic,"Membeli set bundle untuk diedarkan kepada mak, ayah, dan datuk semasa perjumpaan keluarga.","Anak mengeluarkan beberapa botol Cap Burung dari beg hadiah kertas, mengedarkannya kepada mak, ayah, dan datuk.",PAS,stok rumah,"Balik perjumpaan keluarga, bawa buah tangan kesihatan untuk semua orang tua.",Edarkan minyak Cap Burung warisan legend kegemaran mereka.,Formula asli 1958 yang dipercayai orang tua.,Beli bundle keluarga besar sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Mengaitkan pembelian pukal dengan berbakti kepada keluarga besar.,Family reunion gifting trigger.,"Bila satu rumah pakai, satu botol boleh hilang sekelip mata.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_075,MWTCB_25ML,MWTCB_25ML__xlsx__BM021,Promo Borong Jimat Kupon,multi_buy,MULTI_BUY,FAMILY_HOME,repeat_buyer,family_home_buyer,BOLD,rumah,multi_location_logic,Menggunakan kupon diskaun TikTok Shop untuk membeli bundle jimat 5 botol.,"Close-up skrin telefon memaparkan diskaun kupon TikTok Shop untuk bundle 5 botol Cap Burung, jari menekan butang 'Buy Now'.",PAS,stok rumah,Beli satu botol bayar pos penuh. Baik sauk bundle 5 botol guna kupon diskaun.,"Simpan buat stok atau kongsi adik-beradik, jauh lebih jimat.",Harga runtuh herba asli tradisional legenda.,Tap beg kuning sauk diskaun sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar pembeli bijak yang gemar memaksimumkan penjimatan diskaun.,Smart online shopper discount trigger.,"Bila satu rumah pakai, satu botol boleh hilang sekelip mata.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_076,MWTCB_25ML,MWTCB_25ML__xlsx__BM036,Misteri Minyak Angin Lesap,multi_buy,MULTI_BUY,FAMILY_HOME,ready_to_buy,family_home_buyer,BOLD,rumah,multi_location_logic,Dramatisasi misteri kehilangan sebotol minyak angin di rumah akibat dibawa ke tempat kerja.,Kakak mencari minyak angin di atas meja solek tetapi hanya menjumpai kotak kosong.,PAS,satu botol lesap,"Misteri rumah: letak atas meja pagi, petang ghaib entah ke mana.",Sebab tu rumah yang ramai orang kena standby bundle 3 botol.,Formula asli tradisional Cap Burung sejak 1958.,Beli bundle jimat 3 botol sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar kemarahan kecil ahli keluarga akibat barangan kegemaran dikongsi hilang.,Common household domestic mystery trigger.,"Dalam rumah, minyak macam ni kalau ada satu memang cepat lesap.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_077,MWTCB_25ML,MWTCB_25ML__xlsx__BM036,Placement Tepi Sink Dapur,practical_storage,MULTI_BUY,FAMILY_HOME,ready_to_buy,family_home_buyer,MODERATE,rumah,multi_location_logic,Meletakkan minyak angin tepi sink dapur untuk sapuan pantas urat penat.,"Ibu mencuci timbunan pinggan mangkuk di sink dapur, selepas selesai mengelap tangan lalu mencapai botol Cap Burung tepi sink.",PAS,satu botol lesap,"Selesai cuci pinggang mangkuk, sendi lengan start rasa lenguh basah.","Standby sebotol tepi sink dapur, lap tangan terus gosok melegakan.",Warna hijau asli cap merah mudah nampak celah sabun.,Dapatkan set dapur selesa.,hybrid_video,poster_ads,HIGH,HIGH,Menunjukkan use-case praktikal di dapur.,Kitchen cleaning exhaustion trigger.,"Dalam rumah, minyak macam ni kalau ada satu memang cepat lesap.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_078,MWTCB_25ML,MWTCB_25ML__xlsx__BM036,EDC Set Bag Tangan & Poket,travel_car_bag,MULTI_BUY,FAMILY_HOME,ready_to_buy,family_home_buyer,MODERATE,rumah,multi_location_logic,Set standby diletakkan khas dalam beg tangan isteri dan poket jubah/seluar suami.,"Tangan isteri memasukkan botol kecil Cap Burung dalam handbag, manakala suami memasukkan sebotol lagi.",PAS,satu botol lesap,Suami isteri kena ada seorang satu botol kecil dalam beg harian.,Keluar rumah berdua rasa tenang tahu barang kecemasan ada.,Saiz poket 25ml kaca tebal tidak pecah.,Ambil set bundle suami isteri sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Mendorong pembelian berpasangan suami isteri.,Couple everyday carry trigger.,"Dalam rumah, minyak macam ni kalau ada satu memang cepat lesap.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_079,MWTCB_25ML,MWTCB_25ML__xlsx__BM036,Stok Wajib Balik Asrama,gift_for_parents,MULTI_BUY,FAMILY_HOME,ready_to_buy,family_home_buyer,SOFT,rumah,multi_location_logic,Ibu membekalkan anak yang balik ke asrama/universiti dengan ubat standby tradisional.,Ibu memasukkan botol Cap Burung ke dalam beg pakaian anak muda yang bersiap mahu pulang ke kampus.,PAS,satu botol lesap,"Hantar anak balik asrama belajar jauh, bekalkan dia minyak standby tradisional.",Senang dia sapu kalau lenguh study malam atau salah bantal.,Formula asli selamat melegakan urat lesu.,Bekalkan anak dengan set asrama jimat.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar perasaan ambil berat ibu terhadap kesihatan anak jauh dari rumah.,Motherly concern for student trigger.,"Dalam rumah, minyak macam ni kalau ada satu memang cepat lesap.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_080,MWTCB_25ML,MWTCB_25ML__xlsx__BM036,Borong Jimat Hadiah Raya/Kenduri,seasonal_context,MULTI_BUY,FAMILY_HOME,ready_to_buy,family_home_buyer,BOLD,rumah,multi_location_logic,Membeli bundle besar sebagai hadiah atau buah tangan tambahan kepada tetamu perayaan.,Tuan rumah menyusun botol-botol Cap Burung dalam beg goodies kertas comel.,PAS,satu botol lesap,"Balik raya kali ni, bagi buah tangan yang betul-betul melegakan urat sendi tetamu.",Borong bundle Cap Burung buat goodies tetamu balik kampung.,Formula warisan 1958 kegemaran nenek saudara kampung.,Borong goodies raya sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menghubungkan amalan memberi hadiah raya/kenduri dengan kesihatan.,Festive host gifting trigger.,"Dalam rumah, minyak macam ni kalau ada satu memang cepat lesap.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_081,MWTCB_25ML,MWTCB_25ML__zip_csv__BM012,Kupon TikTok Sauk 3 Botol,multi_buy,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,BOLD,beg,impulse_low_friction,Menggesa pembeli memanfaatkan kupon diskaun TikTok Shop untuk membeli set 3 botol.,Jari mengetuk skrin telefon memaparkan harga coret dari RM45 ke RM25 untuk set 3 botol minyak Cap Burung.,SLAP,TikTok Shop trigger,"Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.","Satu letak beg, satu kereta, satu ruang tamu. Tak rugi standby barang lama.",Formula asli tradisional warisan sejak 1958.,Tap Beg Kuning sauk kupon sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Direct-response impulse discount visual.,Impulse pricing coupon trigger.,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_082,MWTCB_25ML,MWTCB_25ML__zip_csv__BM012,Stok Borong Bilik Guru,persona_specific,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,MODERATE,beg,impulse_low_friction,Guru-guru sekolah berkongsi membeli bundle minyak angin untuk diletakkan di bilik guru.,Guru wanita meletakkan botol Cap Burung di meja tengah bilik guru sekolah.,SLAP,TikTok Shop trigger,"Cikgu sekolah berdiri seharian mengajar, bila rehat tengkuk rasa macam kena simen.","Standby set borong Cap Burung dekat bilik guru sekolah, urut sendi rehat lega.",Herba asli tradisional pembakar semangat mengajar.,Ambil bundle cikgu jimat hari ini.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar komuniti guru sekolah yang mengalami stres kerja fizikal.,Teacher staffroom stress trigger.,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_083,MWTCB_25ML,MWTCB_25ML__zip_csv__BM012,Set Borong Pemandu Grab,persona_specific,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,BOLD,beg,impulse_low_friction,Pemandu Grab/e-hailing berkongsi membeli set bundle untuk diletakkan dalam kereta masing-masing.,Pemandu Grab tersenyum menyerahkan botol minyak Cap Burung kepada rakan pemandu Grab.,SLAP,TikTok Shop trigger,"Drive Grab seharian cari rezeki, urat pinggang dan bahu mula rasa kejang tegang.","Sauk set borong pemandu Grab, letak sebiji dalam compartment pintu kereta.",Formula herba tegang urat pekat asli.,Dapatkan promo pemandu Grab sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar komuniti pemandu Grab yang mengalami sakit pinggang duduk lama.,E-hailing drivers community trigger.,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_084,MWTCB_25ML,MWTCB_25ML__zip_csv__BM012,Set Hadiah Hari Ibu/Bapa,gift_for_parents,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,SOFT,beg,impulse_low_friction,Menghadiahkan set bundle kesihatan tradisional sempena hari ibu/bapa.,Anak menyerahkan kotak hadiah berisi set minyak urut Cap Burung dengan kad ucapan 'Selamat Hari Ibu'.,SLAP,TikTok Shop trigger,Hari Ibu jangan bagi bunga plastik layu. Bagi minyak urut legakan lenguh badan dia.,Set Cap Burung warisan asli pembawa kehangatan sendi mak.,Petua Turun Temurun warisan sejak 1958.,Hadiahkan set hari ibu hari ini.,hybrid_video,poster_ads,HIGH,HIGH,Menghubungkan hari sambutan ibu bapa dengan hadiah kesihatan praktikal.,Mother's Day health gift trigger.,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_085,MWTCB_25ML,MWTCB_25ML__zip_csv__BM012,Stok Borong Kaunter Pejabat,multi_buy,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,SOFT,beg,impulse_low_friction,Meletakkan minyak angin di kaunter pendaftaran pejabat/klinik untuk kegunaan staf/tetamu.,Staf kaunter hadapan pejabat tersenyum menyapu minyak Cap Burung pada pelipis matanya.,SLAP,TikTok Shop trigger,"Hadap customer seharian di kaunter, kepala start rasa pening berpusing lalat.",Letak sebotol Cap Burung dekat laci kaunter pejabat untuk sapuan segar.,Bau herba menyegarkan aroma tradisi.,Ambil set kaunter pejabat jimat.,hybrid_video,poster_ads,HIGH,HIGH,Menyasar pembeli korporat/staf kaunter hadapan.,Receptionist head tension trigger.,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_086,MWTCB_25ML,MWTCB_25ML__xlsx__BM005,Anti-Botol Besar Menyemak,practical_storage,PRACTICAL_STORAGE,MULTI_BUY,ready_to_buy,universal_household,BOLD,laci,practical_convenience,Kelebihan saiz botol kecil 25ml yang mudah dibawa berbanding botol ubat besar yang menyusahkan.,"Lelaki cuba memasukkan botol minyak urut besar ke poket seluar tetapi ia terbonjol keluar, lalu menukarkannya dengan botol Cap Burung.",FAB,botol kecil praktikal,Bawa botol minyak besar-besar dalam poket buat menyemak punggung jer.,Botol kecil 25ml Cap Burung ni selit dekat mana-mana pun tak rasa.,Kaca hijau tebal yang kukuh tidak mudah pecah.,Beli saiz travel mudah simpan sekarang.,hybrid_video,poster_ads,HIGH,MEDIUM,Menonjolkan fungsi praktikaliti saiz produk untuk pergerakan harian.,Pocket fit comparison.,Botol besar menyemak. Botol kecil ni masuk mana-mana.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_087,MWTCB_25ML,MWTCB_25ML__xlsx__BM005,Selitan Beg Makeup/Pouch,practical_storage,PRACTICAL_STORAGE,MULTI_BUY,ready_to_buy,universal_household,MODERATE,laci,practical_convenience,Saiz kecil 25ml yang mudah dimuatkan ke dalam pouch kosmetik atau makeup wanita.,Tangan wanita memasukkan botol Cap Burung celah gincu merah dan bedak asas dalam pouch makeup.,FAB,botol kecil praktikal,Beg makeup penuh barang cantik tapi minyak standby tak ada?,"Botol kecil retro ni muat celah zip beg makeup kau, bersedia bila pening.",Cap merah senang nampak dalam timbunan barang bag.,Simpan satu dalam beg makeup sekarang.,hybrid_video,poster_ads,HIGH,MEDIUM,Menyasar wanita yang mahu membawa minyak angin tanpa mengotorkan beg tangan.,Beauty pouch integration trigger.,Botol besar menyemak. Botol kecil ni masuk mana-mana.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_088,MWTCB_25ML,MWTCB_25ML__xlsx__BM006,Clutter Laci Rumah,practical_storage,PRACTICAL_STORAGE,FAMILY_HOME,cold_scroll,family_home_buyer,BOLD,laci,household_readiness,Sindiran terhadap laci rumah yang penuh dengan barang sampah tetapi tiada barang bantuan kecemasan.,"Tangan menarik laci meja penuh dengan bateri lama, bil resit, dan kunci rosak, menggeledah mencari ubat.",SLAP,laci rumah,"Laci rumah penuh dengan resit lama dan bateri rosak, tapi minyak standby tiada.","Buang sampah tu, simpan minyak Cap Burung warisan asli sejak 1958.",Cap merah striking yang sangat mudah dicari ketika kalut.,Beli satu letak dalam laci rumah.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menggunakan tabiat mengumpul sampah rumah untuk menjual barangan kesihatan asas.,Drawer clutter audit trigger.,"Laci rumah penuh benda random, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
