usp_id,product_id,angle_id,motivation_id,usp_text,usp_family,proof_type,visual_proof,buyer_reason,primary_bucket,usage_context,boldness_level,best_content_format,platform_surface_fit,source_batch,usp_status
MWTCB_USP_168,MWTCB_25ML,MWTCB_ANG_118,MWTCB_25ML__zip_csv__BM002,Formula Asli herba tradisional pekat.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kerja,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_169,MWTCB_25ML,MWTCB_ANG_119,MWTCB_25ML__zip_csv__BM002,Formula asli tradisional meresap melegakan sendi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_170,MWTCB_25ML,MWTCB_ANG_120,MWTCB_25ML__zip_csv__BM045,Formula asli warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TRAVEL_CAR_BAG,beg,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_171,MWTCB_25ML,MWTCB_ANG_121,MWTCB_25ML__xlsx__BM019,Formula asli tradisional warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_172,MWTCB_25ML,MWTCB_ANG_122,MWTCB_25ML__xlsx__BM019,Petua Turun Temurun warisan tulen sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TIKTOK_CURIOSITY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_173,MWTCB_25ML,MWTCB_ANG_123,MWTCB_25ML__xlsx__BM020,Formula herba tradisional Cap Burung yang melegakan sendi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_174,MWTCB_25ML,MWTCB_ANG_124,MWTCB_25ML__xlsx__BM020,Cap merah minyak hijau warisan tradisi asli.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,TIKTOK_CURIOSITY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_175,MWTCB_25ML,MWTCB_ANG_125,MWTCB_25ML__xlsx__BM044,Formula asli tradisional yang sentiasa berguna masa kecemasan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_176,MWTCB_25ML,MWTCB_ANG_126,MWTCB_25ML__xlsx__BM044,Formula asli tradisional Cap Burung sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_177,MWTCB_25ML,MWTCB_ANG_127,MWTCB_25ML__xlsx__BM057,Formula warisan legenda sejak 1958 asli.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_178,MWTCB_25ML,MWTCB_ANG_128,MWTCB_25ML__xlsx__BM057,Warna hijau asli herba tradisi Cap Burung.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,TIKTOK_CURIOSITY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_179,MWTCB_25ML,MWTCB_ANG_129,MWTCB_25ML__xlsx__BM058,Formula asli tradisional meresap melegakan otot sendi tangan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TIKTOK_CURIOSITY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_180,MWTCB_25ML,MWTCB_ANG_130,MWTCB_25ML__xlsx__BM058,Formula asli herba warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TIKTOK_CURIOSITY,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_181,MWTCB_25ML,MWTCB_ANG_131,MWTCB_25ML__xlsx__BM012,Petua warisan asli sejak 1958 yang dipercayai.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,VISUAL_RECOGNITION,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_182,MWTCB_25ML,MWTCB_ANG_132,MWTCB_25ML__xlsx__BM012,Minyak hijau pekat herba asli.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,VISUAL_RECOGNITION,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_183,MWTCB_25ML,MWTCB_ANG_133,MWTCB_25ML__xlsx__BM012,Minyak hijau pekat herba tradisi penyembuh sengal.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,VISUAL_RECOGNITION,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_184,MWTCB_25ML,MWTCB_ANG_134,MWTCB_25ML__zip_csv__BM030,Botol kaca hijau retro dengan cap merah legasi keluarga.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,VISUAL_RECOGNITION,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_185,MWTCB_25ML,MWTCB_ANG_135,MWTCB_25ML__zip_csv__BM030,Petua warisan turun-temurun sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,VISUAL_RECOGNITION,kerja,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_186,MWTCB_25ML,MWTCB_ANG_136,MWTCB_25ML__xlsx__BM024,Formula asli tradisional meresap melegakan stres fizikal.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_187,MWTCB_25ML,MWTCB_ANG_137,MWTCB_25ML__xlsx__BM024,Saiz kecil 25ml mudah letak tepi laptop kerja.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_188,MWTCB_25ML,MWTCB_ANG_138,MWTCB_25ML__xlsx__BM024,Formula warisan tradisi sejak 1958 melegakan otot letih.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PERSONA_SPECIFIC,kerja,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_189,MWTCB_25ML,MWTCB_ANG_139,MWTCB_25ML__xlsx__BM026,Formula asli selamat dipercayai sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PERSONA_SPECIFIC,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_190,MWTCB_25ML,MWTCB_ANG_140,MWTCB_25ML__xlsx__BM026,Formula asli tradisional herba pekat semula jadi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_191,MWTCB_25ML,MWTCB_ANG_141,MWTCB_25ML__xlsx__BM026,Petua warisan turun-temurun sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PERSONA_SPECIFIC,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_192,MWTCB_25ML,MWTCB_ANG_142,MWTCB_25ML__xlsx__BM045,Selit sebotol kecil 25ml Cap Burung celah kosmetik pouch kau.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,beg,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_193,MWTCB_25ML,MWTCB_ANG_143,MWTCB_25ML__xlsx__BM045,Cap merah mudah dicari celah barangan makeup.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,beg,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_194,MWTCB_25ML,MWTCB_ANG_144,MWTCB_25ML__xlsx__BM045,Formula asli tradisional aroma menyegarkan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,beg,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_195,MWTCB_25ML,MWTCB_ANG_145,MWTCB_25ML__zip_csv__BM049,Formula tegang urat pekat asli warisan 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PERSONA_SPECIFIC,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_196,MWTCB_25ML,MWTCB_ANG_146,MWTCB_25ML__zip_csv__BM049,Botol kaca tebal tahan lasak gegaran basikal.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PERSONA_SPECIFIC,kerja,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_197,MWTCB_25ML,MWTCB_ANG_147,MWTCB_25ML__zip_csv__BM049,Formula asli warisan 1958 yang dipercayai pekerja.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PERSONA_SPECIFIC,kerja,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_198,MWTCB_25ML,MWTCB_ANG_148,MWTCB_25ML__zip_csv__BM026,Formula asli tradisional warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,SEASONAL_CONTEXT,balik_kampung,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_199,MWTCB_25ML,MWTCB_ANG_149,MWTCB_25ML__zip_csv__BM026,Formula asli tradisional logo burung klasik.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,SEASONAL_CONTEXT,balik_kampung,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_200,MWTCB_25ML,MWTCB_ANG_150,MWTCB_25ML__zip_csv__BM026,Formula asli tradisional warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,SEASONAL_CONTEXT,balik_kampung,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
