subhook_id,product_id,hook_id,angle_id,motivation_id,subhook_text,subhook_role,boldness_level,buyer_stage,persona_fit,primary_bucket,usage_context,sales_mechanism,proof_direction,visual_support,source_batch,subhook_status
MWTCB_SUBHOOK_142,MWTCB_25ML,MWTCB_HOOK_142,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Botol kaca hijau retro dengan cap merah yang tak pernah bertukar.,situation reason,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_143,MWTCB_25ML,MWTCB_HOOK_143,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_144,MWTCB_25ML,MWTCB_HOOK_144,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_145,MWTCB_25ML,MWTCB_HOOK_145,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Mengubat rindu suasana tenang di kampung dengan sapuan herba asli.,situation reason,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_146,MWTCB_25ML,MWTCB_HOOK_146,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_147,MWTCB_25ML,MWTCB_HOOK_147,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_148,MWTCB_25ML,MWTCB_HOOK_148,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Pilih minyak angin warisan yang formulanya kekal tulen sejak 1958.,situation reason,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_149,MWTCB_25ML,MWTCB_HOOK_149,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,trust cue,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_150,MWTCB_25ML,MWTCB_HOOK_150,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_151,MWTCB_25ML,MWTCB_HOOK_151,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,Sebab minyak herba Cap Burung ni memang tak pernah mengecewakan urat.,situation reason,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_152,MWTCB_25ML,MWTCB_HOOK_152,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_153,MWTCB_25ML,MWTCB_HOOK_153,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_154,MWTCB_25ML,MWTCB_HOOK_154,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,"Mereka simpan barang herba asli ni sebab memang berkesan, bukan gimmick marketing.",situation reason,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_155,MWTCB_25ML,MWTCB_HOOK_155,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_156,MWTCB_25ML,MWTCB_HOOK_156,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_157,MWTCB_25ML,MWTCB_HOOK_157,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Bau herba segar minyak Cap Burung ni bawa ketenangan ubat lama kampung.,situation reason,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_158,MWTCB_25ML,MWTCB_HOOK_158,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_159,MWTCB_25ML,MWTCB_HOOK_159,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_160,MWTCB_25ML,MWTCB_HOOK_160,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Jangka hayat 60 tahun adalah bukti ubat herba ini selamat dan berkesan.,situation reason,BOLD,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_161,MWTCB_25ML,MWTCB_HOOK_161,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan terseliuh ringan.,trust cue,BOLD,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_162,MWTCB_25ML,MWTCB_HOOK_162,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_163,MWTCB_25ML,MWTCB_HOOK_163,MWTCB_ANG_055,MWTCB_25ML__xlsx__BM031,Bau dan warna minyak hijau yang kekal sama tidak pernah berubah.,situation reason,SOFT,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_164,MWTCB_25ML,MWTCB_HOOK_164,MWTCB_ANG_055,MWTCB_25ML__xlsx__BM031,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_165,MWTCB_25ML,MWTCB_HOOK_165,MWTCB_ANG_055,MWTCB_25ML__xlsx__BM031,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_166,MWTCB_25ML,MWTCB_HOOK_166,MWTCB_ANG_056,MWTCB_25ML__xlsx__BM056,Urut lembut herba pekat minyak Cap Burung pada perut untuk buang angin tersumbat.,situation reason,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_167,MWTCB_25ML,MWTCB_HOOK_167,MWTCB_ANG_056,MWTCB_25ML__xlsx__BM056,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,trust cue,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_168,MWTCB_25ML,MWTCB_HOOK_168,MWTCB_ANG_056,MWTCB_25ML__xlsx__BM056,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_169,MWTCB_25ML,MWTCB_HOOK_169,MWTCB_ANG_057,MWTCB_25ML__zip_csv__BM005,Urut sebelum tidur dengan herba tegang urat minyak Cap Burung.,situation reason,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_170,MWTCB_25ML,MWTCB_HOOK_170,MWTCB_ANG_057,MWTCB_25ML__zip_csv__BM005,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_171,MWTCB_25ML,MWTCB_HOOK_171,MWTCB_ANG_057,MWTCB_25ML__zip_csv__BM005,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_172,MWTCB_25ML,MWTCB_HOOK_172,MWTCB_ANG_058,MWTCB_25ML__zip_csv__BM015,Urut segera dengan herba pekat minyak Cap Burung untuk redakan bengkak muscle.,situation reason,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_173,MWTCB_25ML,MWTCB_HOOK_173,MWTCB_ANG_058,MWTCB_25ML__zip_csv__BM015,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_174,MWTCB_25ML,MWTCB_HOOK_174,MWTCB_ANG_058,MWTCB_25ML__zip_csv__BM015,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_175,MWTCB_25ML,MWTCB_HOOK_175,MWTCB_ANG_059,MWTCB_25ML__zip_csv__BM015,Sapu siap-siap minyak cap burung untuk hangatkan sendi otot.,situation reason,MODERATE,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_176,MWTCB_25ML,MWTCB_HOOK_176,MWTCB_ANG_059,MWTCB_25ML__zip_csv__BM015,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,MODERATE,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_177,MWTCB_25ML,MWTCB_HOOK_177,MWTCB_ANG_059,MWTCB_25ML__zip_csv__BM015,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,repeat_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,malam,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_178,MWTCB_25ML,MWTCB_HOOK_178,MWTCB_ANG_060,MWTCB_25ML__zip_csv__BM028,Sapu herba asli minyak Cap Burung pada tapak kaki sebelum sarung stoking.,situation reason,BOLD,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_179,MWTCB_25ML,MWTCB_HOOK_179,MWTCB_ANG_060,MWTCB_25ML__zip_csv__BM028,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_180,MWTCB_25ML,MWTCB_HOOK_180,MWTCB_ANG_060,MWTCB_25ML__zip_csv__BM028,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_181,MWTCB_25ML,MWTCB_HOOK_181,MWTCB_ANG_061,MWTCB_25ML__zip_csv__BM028,Bagi mak sapuan minyak herba cap burung untuk melegakan semut-semut jari.,situation reason,MODERATE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_182,MWTCB_25ML,MWTCB_HOOK_182,MWTCB_ANG_061,MWTCB_25ML__zip_csv__BM028,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan kebas-kebas kaki tangan.,trust cue,MODERATE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_183,MWTCB_25ML,MWTCB_HOOK_183,MWTCB_ANG_061,MWTCB_25ML__zip_csv__BM028,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,rumah,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_184,MWTCB_25ML,MWTCB_HOOK_184,MWTCB_ANG_062,MWTCB_25ML__zip_csv__BM031,Pilihlah minyak herba asli sejak 1958 yang betul-betul ada 'bite' legakan urat.,situation reason,BOLD,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_185,MWTCB_25ML,MWTCB_HOOK_185,MWTCB_ANG_062,MWTCB_25ML__zip_csv__BM031,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_186,MWTCB_25ML,MWTCB_HOOK_186,MWTCB_ANG_062,MWTCB_25ML__zip_csv__BM031,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_187,MWTCB_25ML,MWTCB_HOOK_187,MWTCB_ANG_063,MWTCB_25ML__zip_csv__BM031,Kaca tebal pepejal yang selamat disimpan celah beg tanpa bimbang pecah.,situation reason,MODERATE,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_188,MWTCB_25ML,MWTCB_HOOK_188,MWTCB_ANG_063,MWTCB_25ML__zip_csv__BM031,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_189,MWTCB_25ML,MWTCB_HOOK_189,MWTCB_ANG_063,MWTCB_25ML__zip_csv__BM031,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,universal_household,NOSTALGIA_TRUST,malam,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_190,MWTCB_25ML,MWTCB_HOOK_190,MWTCB_ANG_064,MWTCB_25ML__zip_csv__BM050,Sapu herba asli minyak Cap Burung dekat tengkuk untuk longgarkan urat.,situation reason,BOLD,warm_interest,family_home_buyer,NOSTALGIA_TRUST,rumah,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_191,MWTCB_25ML,MWTCB_HOOK_191,MWTCB_ANG_064,MWTCB_25ML__zip_csv__BM050,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku salah bantal.,trust cue,BOLD,warm_interest,family_home_buyer,NOSTALGIA_TRUST,rumah,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_192,MWTCB_25ML,MWTCB_HOOK_192,MWTCB_ANG_064,MWTCB_25ML__zip_csv__BM050,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,warm_interest,family_home_buyer,NOSTALGIA_TRUST,rumah,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_193,MWTCB_25ML,MWTCB_HOOK_193,MWTCB_ANG_065,MWTCB_25ML__zip_csv__BM060,Gunakan formula legenda sejak 1958 yang dipercayai datuk nenek kita.,situation reason,AGGRESSIVE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,malam,nostalgia_trust,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_194,MWTCB_25ML,MWTCB_HOOK_194,MWTCB_ANG_065,MWTCB_25ML__zip_csv__BM060,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,trust cue,AGGRESSIVE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,malam,nostalgia_trust,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_195,MWTCB_25ML,MWTCB_HOOK_195,MWTCB_ANG_065,MWTCB_25ML__zip_csv__BM060,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,ready_to_buy,nostalgia_buyer,NOSTALGIA_TRUST,malam,nostalgia_trust,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_196,MWTCB_25ML,MWTCB_HOOK_196,MWTCB_ANG_066,MWTCB_25ML__xlsx__BM014,"Rumah satu, kereta satu, beg satu — baru tak kalut mencari waktu perlu.",situation reason,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_197,MWTCB_25ML,MWTCB_HOOK_197,MWTCB_ANG_066,MWTCB_25ML__xlsx__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_198,MWTCB_25ML,MWTCB_HOOK_198,MWTCB_ANG_066,MWTCB_25ML__xlsx__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_199,MWTCB_25ML,MWTCB_HOOK_199,MWTCB_ANG_067,MWTCB_25ML__xlsx__BM014,Beli borong terus buat spare letak dekat ruang tamu dan bilik tidur.,situation reason,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_200,MWTCB_25ML,MWTCB_HOOK_200,MWTCB_ANG_067,MWTCB_25ML__xlsx__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan kebas-kebas kaki tangan.,trust cue,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_201,MWTCB_25ML,MWTCB_HOOK_201,MWTCB_ANG_067,MWTCB_25ML__xlsx__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_202,MWTCB_25ML,MWTCB_HOOK_202,MWTCB_ANG_068,MWTCB_25ML__xlsx__BM014,Satu botol simpan dalam kereta khas untuk perjalanan jauh pening kepala.,situation reason,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_203,MWTCB_25ML,MWTCB_HOOK_203,MWTCB_ANG_068,MWTCB_25ML__xlsx__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_204,MWTCB_25ML,MWTCB_HOOK_204,MWTCB_ANG_068,MWTCB_25ML__xlsx__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_205,MWTCB_25ML,MWTCB_HOOK_205,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,Selit sebotol kecil 25ml dalam beg pejabat untuk kecemasan urat tegang.,situation reason,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_206,MWTCB_25ML,MWTCB_HOOK_206,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh bahu duduk lama.,trust cue,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_207,MWTCB_25ML,MWTCB_HOOK_207,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_208,MWTCB_25ML,MWTCB_HOOK_208,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,"Satu meja satu botol, baru kerja pejabat rasa lebih selesa.",situation reason,SOFT,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_209,MWTCB_25ML,MWTCB_HOOK_209,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,SOFT,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_210,MWTCB_25ML,MWTCB_HOOK_210,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,ready_to_buy,universal_household,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_211,MWTCB_25ML,MWTCB_HOOK_211,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,Masing-masing nak sapu urat lenguh. Baik beli set bundle seorang satu.,situation reason,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_212,MWTCB_25ML,MWTCB_HOOK_212,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan kebas-kebas kaki tangan.,trust cue,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
